University_name,University SHC URL,Count of keywords matching webpages on SHC,Keywords matched webpages on SHC,Total word count on all pages,Reading ease,Grade level,Prevalence_metric,IUD,Progesterone IUD,Progestin,Hormonal IUD,Mirena,Skyla,Kyleena,Liletta,Copper IUD,Non-Hormonal IUD,nonhormonal iud,Paragard,contraceptive implant,Nexplanon,contraceptive injection,control shot,Depo-Provera,Depo,Similarity,Sentiment objectivity,Sentiment polarity,Timeliness,Navigation,Trace,Data found
Shippensburg University of Pennsylvania,https://www.ship.edu/health_center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Slippery Rock University of Pennsylvania,https://www.sru.edu/offices/student-health-services,1,['https://www.sru.edu/offices/student-health-services'],1868,66.54,6.58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.013,0.592,0.228,[-1],0,['https://www.sru.edu/offices/student-health-services'],1
Temple University,https://www.temple.edu/studenthealth,1,['https://www.temple.edu/studenthealth/Gynecology_Birth_Control.html'],608,59.42,8.49,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.046,0.618,0.097,"['Tue, 07 Jul 2020 13:08:11 GMT']",2,"['https://www.temple.edu/studenthealth', 'https://www.temple.edu/studenthealth/Gynecology_Sexual_Assault.html', 'https://www.temple.edu/studenthealth/Gynecology_Birth_Control.html']",1
West Chester University of Pennsylvania,https://www.wcupa.edu/_services/studentHealthServices,2,"['https://www.wcupa.edu/_services/studentHealthServices/contraception.aspx', 'https://www.wcupa.edu/_services/studentHealthServices/services.aspx']",2108,75.72,5.46,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.08,0.585,0.186,"[-1, -1]",2,"['https://www.wcupa.edu/_services/studentHealthServices', 'https://www.wcupa.edu/_services/studentHealthServices/generalInfo.aspx', 'https://www.wcupa.edu/_services/studentHealthServices/documents/STUDENT%20HEALTH%20SERVICES%20FEES%20JULY%202019.docx']",1
Rhode Island College,http://www.ric.edu/healthservices/Pages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Rhode Island,https://web.uri.edu/healthservices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
College of Charleston,https://studenthealth.cofc.edu,2,"['https://studenthealth.cofc.edu/services/birth-control.php', 'https://studenthealth.cofc.edu/sexual-health/gynecologic-care.php']",1843,53.54,9.89,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.06,0.485,0.202,"[-1, -1]",2,"['https://studenthealth.cofc.edu', 'https://studenthealth.cofc.edu/services/index.php', 'https://studenthealth.cofc.edu/services/birth-control.php']",1
Clemson University,http://www.clemson.edu/campus-life/student-health,1,['https://www.clemson.edu/campus-life/student-health/medical/services-and-departments/womens-clinic.html'],1891,70.35,7.21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029,0.487,0.225,[-1],2,"['http://www.clemson.edu/campus-life/student-health', 'http://www.clemson.edu/campus-life/student-health/medical/services-and-departments/immunizations-and-allergy-injections.html', 'http://www.clemson.edu/campus-life/student-health/medical/services-and-departments/womens-clinic.html']",1
Francis Marion University,https://www.fmarion.edu/studentservices,1,['https://www.fmarion.edu/studentservices/'],7246,72.55,6.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.012,0.455,0.164,[-1],0,['https://www.fmarion.edu/studentservices'],1
Lander University,https://www.lander.edu/student-life/wellness-center/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of South Carolina Aiken,https://www.usca.edu/student-health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of South Carolina Columbia,https://sc.edu/about/offices_and_divisions/student_health_services,1,['https://www.sc.edu/about/offices_and_divisions/student_health_services/medical-services/womens-health/index.php'],922,82.06,4.25,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.019,0.764,-0.024,[-1],2,"['https://sc.edu/about/offices_and_divisions/student_health_services', 'https://sc.edu/about/offices_and_divisions/student_health_services/appointments/patient-forms/index.php', 'https://sc.edu/about/offices_and_divisions/student_health_services/documents/notice-of-privacy-practices-2018.docx']",1
Coastal Carolina University,https://www.coastal.edu/health,1,['https://www.coastal.edu/health/services/womenshealth/'],585,53.75,8.26,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0.052,0.62,0.01,[-1],2,"['https://www.coastal.edu/health', 'https://www.coastal.edu/health/services/', 'https://www.coastal.edu/health/services/womenshealth/']",1
South Carolina State University,https://www.scsu.edu/studentaffairs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of South Carolina Upstate,https://www.uscupstate.edu/campus-life/health-and-safety/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Winthrop University,https://www.winthrop.edu/hcs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Black Hills State University,https://www.bhsu.edu/Student-Life/Student-Services/Student-Health-Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Dakota State University,https://dsu.edu/student-life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Northern State University,https://www.northern.edu/campus-life/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
South Dakota State University,https://www.sdstate.edu/wellness-center/student-health-clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of South Dakota,https://www.usd.edu/student-life/student-health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Austin Peay State University,https://www.apsu.edu/health-and-counseling/boyd-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
East Tennessee State University,https://www.etsu.edu/nursing/universityhealth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Memphis,https://www.memphis.edu/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Middle Tennessee State University,https://www.mtsu.edu/healthservices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
The University of Tennessee Chattanooga,https://www.utc.edu/university-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
The University of Tennessee Knoxville,https://studenthealth.utk.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
The University of Tennessee Martin,https://www.utm.edu/departments/shcs,3,"['https://www.utm.edu/departments/shcs/studenthealth.php', 'https://www.utm.edu/departments/shcs/cdc/pid.php']",1641,45.59,12.76,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.018,0.57,0.303,"[-1, -1, 'Thu, 03 Jan 2019 16:05:59 GMT']",1,"['https://www.utm.edu/departments/shcs', 'https://www.utm.edu/departments/shcs/studenthealth.php']",1
Tennessee State University,http://www.tnstate.edu/campus_life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Tennessee Technological University,https://www.tntech.edu/healthservices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Angelo State University,https://www.angelo.edu/services/health_clinic_counseling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Texas A & M University Corpus Christi,https://healthcenter.tamucc.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Texas A&M University Texarkana,https://tamut.edu/Campus-Life/Student-Health-Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Texas A & M University Commerce,https://www.tamuc.edu/campusLife/campusServices/studentHealthServices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Houston Clear Lake,https://www.uhcl.edu/student-affairs/health-wellness/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Houston Downtown,https://www.uhd.edu/student-life/health/Pages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Houston Victoria,https://www.uhv.edu/counseling/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Houston,https://www.uh.edu/healthcenter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Lamar University,https://www.lamar.edu/students/student-engagement/student-health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Texas A & M International University,https://www.tamiu.edu/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Midwestern State University,https://msutexas.edu/healthcenter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of North Texas,https://studentaffairs.unt.edu/student-health-and-wellness-center,1,['https://studentaffairs.unt.edu/student-health-and-wellness-center/services/gynecological-health'],3131,72.21,7.71,34,18,0,0,0,3,5,0,0,0,0,0,0,1,6,0,0,0,1,0.079,0.58,0.113,"['Thu, 16 Jul 2020 15:29:52 GMT']",1,"['https://studentaffairs.unt.edu/student-health-and-wellness-center', 'https://studentaffairs.unt.edu/student-health-and-wellness-center/services/gynecological-health']",1
The University of Texas Rio Grande Valley,https://www.utrgv.edu/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Prairie View A & M University,https://www.pvamu.edu/healthservices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Sam Houston State University,https://www.shsu.edu/dept/student-health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Stephen F Austin State University,http://www.sfasu.edu/life-at-sfa/health-safety/health-clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Texas State University,https://www.healthcenter.txstate.edu,4,"['https://www.healthcenter.txstate.edu/SERVICES.html', 'https://www.healthcenter.txstate.edu/ABOUT/providers.html', 'https://www.healthcenter.txstate.edu/Round-Rock-Student-Health-Center.html', 'https://www.healthcenter.txstate.edu/covid-19.html']",8681,70.39,6.42,46,15,0,5,0,4,6,4,0,0,0,0,4,1,3,1,0,0,3,0.104,0.622,0.078,"['Thu, 02 Jul 2020 00:28:12 GMT', 'Thu, 02 Jul 2020 03:29:29 GMT', 'Thu, 02 Jul 2020 03:28:15 GMT', 'Fri, 10 Jul 2020 17:11:44 GMT']",1,"['https://www.healthcenter.txstate.edu', 'https://www.healthcenter.txstate.edu/SERVICES.html']",1
Sul Ross State University,https://www.sulross.edu/page/343/student-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Tarleton State University,https://www.tarleton.edu/healthservices,2,['http://www.tarleton.edu/healthservices/womens.html'],455,69.73,7.03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.019,0.785,0.19,"['Mon, 13 Jul 2020 18:08:09 GMT', -1]",1,"['https://www.tarleton.edu/healthservices', 'https://www.tarleton.edu/healthservices/womens.html']",1
Texas A & M University Kingsville,http://www.tamuk.edu/shw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Texas A & M University College Station,https://shs.tamu.edu,6,"['https://shs.tamu.edu/services/', 'https://shs.tamu.edu/coronavirus/', 'http://shs.tamu.edu/wp-content/uploads/2020/04/FAQ-COVID-19-Version14.pdf', 'https://shs.tamu.edu/summer-services/']",5508,55.59,9.82,6,3,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0.053,0.628,0.112,"[-1, -1, -1, -1, -1, -1]",1,"['https://shs.tamu.edu', 'https://shs.tamu.edu/services/']",1
The University of Texas at Arlington,https://www.uta.edu/healthservices,1,['https://www.uta.edu/healthservices/fees%20and%20services/womens-health.php'],818,63.62,8.3,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.034,0.667,0.161,[-1],2,"['https://www.uta.edu/healthservices', 'https://www.uta.edu/healthservices/fees%20and%20services/index.php', 'https://www.uta.edu/healthservices/fees%20and%20services/womens-health.php']",1
The University of Texas at Austin,https://healthyhorns.utexas.edu,18,"['https://healthyhorns.utexas.edu/iud.html', 'https://healthyhorns.utexas.edu/hs_nexplanon.html', 'https://healthyhorns.utexas.edu/hs_minipills.html', 'https://healthyhorns.utexas.edu/hs_depoprovera.html', 'https://healthyhorns.utexas.edu/hs_contraception.html', 'https://healthyhorns.utexas.edu/hs_pills.html', 'https://www.healthyhorns.utexas.edu/HT/HT_pid.html', 'https://healthyhorns.utexas.edu/hs_emergencycontraception.html', 'https://healthyhorns.utexas.edu/hs_ring.html', 'https://healthyhorns.utexas.edu/hs_patch.html', 'https://healthyhorns.utexas.edu/HT/HTC_D.html', 'https://www.healthyhorns.utexas.edu/HT/HT_migraine.html', 'https://www.healthyhorns.utexas.edu/HT/HT_naloxone.html', 'https://www.healthyhorns.utexas.edu/HT/HT_fibrocysticbreasts.html', 'https://www.healthyhorns.utexas.edu/HT/HT_ringworm.html', 'https://www.healthyhorns.utexas.edu/HT/HT_coldsores.html', 'https://www.healthyhorns.utexas.edu/HT/HT_impetigo.html', 'https://www.healthyhorns.utexas.edu/HT/HT_hypoglycemia.html']",29008,76.47,5.67,88,25,0,18,1,7,5,3,3,0,0,0,6,0,7,0,0,0,13,0.097,0.514,0.15,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",2,"['https://healthyhorns.utexas.edu', 'https://healthyhorns.utexas.edu/HT/index.html', 'https://healthyhorns.utexas.edu/hs_emergencycontraception.html']",1
The University of Texas at Dallas,https://www.utdallas.edu/healthcenter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
The University of Texas at El Paso,https://www.utep.edu/chs/shc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
The University of Texas at Tyler,https://www.uttyler.edu/clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
The University of Texas at San Antonio,https://www.utsa.edu/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Texas Southern University,http://students.tsu.edu/departments/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Texas Tech University,https://www.depts.ttu.edu/studenthealth,2,"['https://www.depts.ttu.edu/studenthealth/travelhealthquestionnaire/', 'https://www.depts.ttu.edu/studenthealth/nurseclinic/']",2049,86.81,3.59,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.029,0.495,-0.036,"[-1, -1]",1,"['https://www.depts.ttu.edu/studenthealth', 'https://www.depts.ttu.edu/studenthealth/travelhealthquestionnaire/']",1
Texas Woman's University,https://twu.edu/student-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
West Texas A & M University,https://www.wtamu.edu/student-support/medical-services,1,['https://www.wtamu.edu/student-support/medical-services/patient-education-and-information.html'],2128,72.55,6.93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.024,0.761,-0.119,"['Tue, 07 Jul 2020 02:44:41 GMT']",1,"['https://www.wtamu.edu/student-support/medical-services', 'https://www.wtamu.edu/student-support/medical-services/patient-education-and-information.html']",1
Dixie State University,https://wellness.dixie.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Utah State University,https://health.usu.edu,1,['https://health.usu.edu/health_center/womens-health-and-appointment-preparation'],735,15.32,18.14,6,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0.011,0.568,0.234,[-1],1,"['https://health.usu.edu', 'https://health.usu.edu/health_center/womens-health-and-appointment-preparation.php']",1
Utah Valley University,https://www.uvu.edu/studenthealth,1,['https://www.uvu.edu/studenthealth/medical/'],2675,89.97,2.93,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.06,0.601,0.127,[-1],1,"['https://www.uvu.edu/studenthealth', 'https://www.uvu.edu/studenthealth/medical/']",1
University of Utah,https://studenthealth.utah.edu,2,"['https://studenthealth.utah.edu/services/fees.php', 'https://studenthealth.utah.edu/services/womens-health.php']",814,79.56,4.31,8,4,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0.105,0.511,0.21,"[-1, -1]",1,"['https://studenthealth.utah.edu', 'https://studenthealth.utah.edu/services/fees.php']",1
Weber State University,https://www.weber.edu/healthcenter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Castleton University,https://www.castleton.edu/campus-life/student-resources/health-wellness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Lyndon State College,https://www.northernvermont.edu/student-life/student-wellness-and-safety/lyndon-health-and-counseling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Vermont Technical College,https://www.vtc.edu/student-life/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Vermont,https://www.uvm.edu/health/SHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
College of William and Mary,https://www.wm.edu/offices/wellness/healthcenter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Christopher Newport University,https://cnu.edu/life/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
George Mason University,https://shs.gmu.edu,12,"['https://shs.gmu.edu/healthed/birthcontrol/', 'https://shs.gmu.edu/services/womenshealth/', 'https://shs.gmu.edu/healthed/sexualhealth/', 'https://shs.gmu.edu/healthed/hpv/', 'https://shs.gmu.edu/healthed/', 'https://shs.gmu.edu/services/travelclinic/', 'https://shs.gmu.edu/services/allergy-clinic/', 'https://shs.gmu.edu/healthed/dental/', 'https://shs.gmu.edu/about/iappeal/', 'https://shs.gmu.edu/services/cessation/', 'https://shs.gmu.edu/locations/urgentcare/', 'https://shs.gmu.edu/']",8077,65.31,8,13,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.065,0.616,0.166,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",0,['https://shs.gmu.edu'],1
James Madison University,https://www.jmu.edu/healthcenter,2,"['https://www.jmu.edu/healthcenter/medicalservices/womens-health-medical-services.shtml', 'https://www.jmu.edu/healthcenter/medicalservices/services_accordion_index.shtml']",1337,66.31,7.16,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.032,0.708,0.092,"[-1, -1]",2,"['https://www.jmu.edu/healthcenter', 'https://www.jmu.edu/healthcenter/medicalservices/index.shtml', 'https://www.jmu.edu/healthcenter/medicalservices/womens-health-medical-services.shtml']",1
Longwood University,http://www.longwood.edu/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Mary Washington,https://students.umw.edu/healthcenter,3,"['https://students.umw.edu/healthcenter/clinics/womens-clinic/glossary-of-terms/', 'https://students.umw.edu/healthcenter/clinics/womens-clinic/who-shouldnt-take-the-pill/']",1806,63.89,7.58,6,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.023,0.546,0.071,"[-1, -1, -1]",1,"['https://students.umw.edu/healthcenter', 'https://students.umw.edu/healthcenter/clinics/womens-clinic/who-shouldnt-take-the-pill/']",1
Norfolk State University,"https://www.nsu.edu/Campus-Life/Our-Campus,-Our-Home/Health-and-Wellness",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Old Dominion University,https://www.odu.edu/life/health-safety/health/monarch-wellness/physical-wellness/student-health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Radford University,https://www.radford.edu/content/student-health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
The University of Virginia's College at Wise,https://www.uvawise.edu/student-life/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Virginia Polytechnic Institute and State University,https://healthcenter.vt.edu,2,"['https://healthcenter.vt.edu/ourservices/womens_clinic.html', 'https://healthcenter.vt.edu/common_health_concerns/publications.html']",1564,77.67,4.8,6,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,2,0.023,0.479,-0.028,"['Thu, 25 Jun 2020 19:06:27 GMT', 'Thu, 25 Jun 2020 18:46:55 GMT']",1,"['https://healthcenter.vt.edu', 'https://healthcenter.vt.edu/common_health_concerns/publications.html']",1
Virginia Commonwealth University,https://health.students.vcu.edu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Virginia Main Campus,https://www.studenthealth.virginia.edu,7,"['https://www.studenthealth.virginia.edu/gyn-online-appointment', 'https://www.studenthealth.virginia.edu/emergency-contraception-0', 'https://www.studenthealth.virginia.edu/call-schedule-appointment', 'https://www.studenthealth.virginia.edu/sites/studenthealth.virginia.edu/files/2019_General%20Travel%20Recommendations.pdf']",3040,67.41,7.7,27,4,0,5,0,1,1,1,0,3,0,0,3,0,1,0,0,0,8,0.088,0.583,0.117,"['Thu, 16 Jul 2020 14:30:44 GMT', 'Thu, 16 Jul 2020 15:19:50 GMT', 'Thu, 01 Jan 1970 00:00:00 GMT', 'Thu, 16 Jul 2020 16:54:42 GMT', 'Wed, 17 Jan 2018 17:09:52 GMT', 'Wed, 24 Jul 2019 13:33:12 GMT', 'Thu, 01 Jan 1970 00:00:00 GMT']",1,"['https://www.studenthealth.virginia.edu', 'https://www.studenthealth.virginia.edu/call-schedule-appointment']",1
Virginia State University,http://www.vsu.edu/healthservices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Central Washington University,https://www.cwu.edu/medical-counseling,1,['https://www.cwu.edu/medical-counseling/Student-medical-clinic'],648,73.17,5.54,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.004,0.713,0.111,[-1],1,"['https://www.cwu.edu/medical-counseling', 'https://www.cwu.edu/medical-counseling/Student-medical-clinic']",1
Eastern Washington University,https://inside.ewu.edu/bewell/rockwood-clinic-student-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
The Evergreen State College,https://www.evergreen.edu/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Washington State University,https://cougarhealth.wsu.edu,1,['https://cougarhealth.wsu.edu/medical-clinic/services/'],1722,69.66,7.19,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.064,0.429,0.243,[-1],1,"['https://cougarhealth.wsu.edu', 'mailto:?subject=Cougar%20Health%20Services%20%7C%20Washington%20State%20University&body=https://cougarhealth.wsu.edu/']",1
University of Washington Seattle Campus,https://wellbeing.uw.edu,5,"['https://wellbeing.uw.edu/medical/womens-health/', 'https://wellbeing.uw.edu/forms-of-birth-control/', 'https://wellbeing.uw.edu/medical/sexual-health/', 'https://wellbeing.uw.edu/staff/katherine-johnson/']",5674,71.36,6.53,32,11,0,3,3,1,1,1,1,0,0,0,2,1,4,2,0,0,2,0.099,0.577,0.167,"[-1, -1, 'Wed, 11 Sep 2019 15:39:45 GMT', -1, -1]",1,"['https://wellbeing.uw.edu', 'https://wellbeing.uw.edu/medical/womens-health/']",1
Western Washington University,https://studenthealth.wwu.edu,5,"['https://studenthealth.wwu.edu/sti-testing', 'https://studenthealth.wwu.edu/emergency-contraception', 'https://studenthealth.wwu.edu/confidentiality']",1186,76.75,6.03,19,11,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,1,0.102,0.619,0.216,"['Thu, 16 Jul 2020 07:12:37 GMT', 'Tue, 10 Oct 2017 22:38:49 GMT', 'Thu, 16 Jul 2020 07:12:38 GMT', 'Wed, 13 Nov 2019 00:48:33 GMT', 'Thu, 16 Jul 2020 07:12:40 GMT']",2,"['https://studenthealth.wwu.edu', 'https://studenthealth.wwu.edu/clinical-services', 'https://studenthealth.wwu.edu/confidentiality']",1
Bluefield State College,https://bluefieldstate.edu/resources/health-clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Concord University,https://www.concord.edu/studenthealth,1,['https://www.concord.edu/studenthealth'],1520,75.05,5.51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.013,0.677,0.137,[-1],0,['https://www.concord.edu/studenthealth'],1
Fairmont State University,https://www.fairmontstate.edu/falconcenter/health-services,2,"['https://www.fairmontstate.edu/falconcenter/health-services/health-services-womens-health', 'https://www.fairmontstate.edu/falconcenter/health-services/services-provided']",1478,70.27,6.09,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0.017,0.592,0.218,"['Thu, 16 Jul 2020 16:56:16 GMT', 'Thu, 16 Jul 2020 16:56:17 GMT']",1,"['https://www.fairmontstate.edu/falconcenter/health-services', 'https://www.fairmontstate.edu/falconcenter/health-services/services-provided']",1
Glenville State College,https://www.glenville.edu/student-life/health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Marshall University,https://www.marshall.edu/studenthealth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Shepherd University,https://www.shepherd.edu/healthcenter,1,['https://www.shepherd.edu/healthcenter/family-planning'],668,42.98,10.97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.015,0.66,0.179,[-1],1,"['https://www.shepherd.edu/healthcenter', 'https://www.shepherd.edu/healthcenter/family-planning']",1
West Virginia State University,https://www.wvstateu.edu/current-students,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
West Liberty University,https://westliberty.edu/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
West Virginia University Institute of Technology,https://students.wvutech.edu/health-wellness/student-health-clinic,1,['https://students.wvutech.edu/health-wellness/student-health-clinic'],549,62.47,8.29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.036,0.633,0.202,[-1],0,['https://students.wvutech.edu/health-wellness/student-health-clinic'],1
West Virginia University,https://well.wvu.edu,1,['https://well.wvu.edu/resources/sexual-health/safer-sex'],826,73.4,7.67,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039,0.462,0.26,[-1],1,"['https://well.wvu.edu', 'https://well.wvu.edu/resources/sexual-health/safer-sex']",1
University of Wisconsin Whitewater,https://www.uww.edu/uhcs,5,"['https://www.uww.edu/uhcs/forms/submit-a-question', 'https://www.uww.edu/uhcs/wellness-information/az/emergency-contraception', 'https://www.uww.edu/uhcs/health-services/family-planning-only-services', 'https://www.uww.edu/uhcs/wellness-information/az/birth-control', 'https://www.uww.edu/uhcs/fees']",8556,76.02,6.77,11,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,8,0.038,0.564,0.138,"[-1, -1, -1, -1, -1]",1,"['https://www.uww.edu/uhcs', 'https://www.uww.edu/uhcs/health-services/family-planning-only-services']",1
University of Wisconsin Eau Claire,https://www.uwec.edu/student-health-service,3,"['https://www.uwec.edu/student-health-service/services/', 'https://www.uwec.edu/student-health-service/health-resources/self-help/', 'https://www.uwec.edu/student-health-service/health-clinic/family-planning-only-services/']",3188,66.52,7.11,14,4,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,5,0.075,0.532,0.066,"['Thu, 16 Jul 2020 16:57:06 GMT', 'Thu, 16 Jul 2020 16:57:06 GMT', 'Thu, 16 Jul 2020 16:57:07 GMT']",1,"['https://www.uwec.edu/student-health-service', 'https://www.uwec.edu/student-health-service/services/']",1
University of Wisconsin Green Bay,https://www.uwgb.edu/counseling-health,4,"['https://www.uwgb.edu/counseling-health/medical-services/birth-control/', 'https://www.uwgb.edu/counseling-health/medical-services/fees/', 'https://www.uwgb.edu/counseling-health/reproductive-health-services/', 'https://www.uwgb.edu/counseling-health/medical-services/stds/']",3872,82.47,4.43,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0.055,0.742,0.009,"[-1, -1, -1, -1]",1,"['https://www.uwgb.edu/counseling-health', 'https://www.uwgb.edu/counseling-health/medical-services/birth-control/']",1
University of Wisconsin La Crosse,https://www.uwlax.edu/student-health-center,2,"['https://www.uwlax.edu/student-health-center/contraceptive-details/', 'https://www.uwlax.edu/student-health-center/fees--costs/']",2987,71.07,6.33,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.075,0.655,0.074,"[-1, -1]",1,"['https://www.uwlax.edu/student-health-center', 'https://www.uwlax.edu/student-health-center/fees--costs/']",1
