University_name,University SHC URL,Count of keywords matching webpages on SHC,Keywords matched webpages on SHC,Total word count on all pages,Reading ease,Grade level,Prevalence_metric,Condom,Condoms,Similarity,Sentiment objectivity,Sentiment polarity,Timeliness,Navigation,Trace,Data found
University of North Carolina at Asheville,https://healthandcounseling.unca.edu,1,['https://healthandcounseling.unca.edu/health-services/sexually-transmitted-infection-screening/'],595,38.48,15.19,8,6,2,0.056,0.585,0.072,[-1],1,"['https://healthandcounseling.unca.edu', 'https://healthandcounseling.unca.edu/health-services/sexually-transmitted-infection-screening/']",1
University of North Carolina at Chapel Hill,https://campushealth.unc.edu,10,"['https://campushealth.unc.edu/health-topics/sexual-health/condoms', 'https://campushealth.unc.edu/sites/campushealth.unc.edu/files/INTERIM%20HEALTH%20HISTORY%2008%2012%2016.pdf', 'https://campushealth.unc.edu/health-topics/sexual-health/contraception', 'https://campushealth.unc.edu/health-topics/sexual-health', 'https://campushealth.unc.edu/oral-contraceptive-pill-patient-education-video', 'https://campushealth.unc.edu/health-topics', 'https://campushealth.unc.edu/health-topics/sexual-health/contraception/emergency-contraception', 'https://campushealth.unc.edu/health-topics/sexual-health/contraception/emergency-contraception/options-emergency-contraception', 'https://campushealth.unc.edu/health-topics/sexual-health/sexually-transmitted-infections-and-diseases']",12876,77.85,5.53,76,57,19,0.113,0.606,0.129,"['Mon, 17 Aug 2020 01:41:47 GMT', 'Fri, 26 Jun 2020 20:25:25 GMT', 'Fri, 23 Feb 2018 21:48:47 GMT', 'Mon, 17 Aug 2020 01:41:49 GMT', 'Mon, 17 Aug 2020 01:41:51 GMT', 'Mon, 17 Aug 2020 01:41:53 GMT', 'Mon, 17 Aug 2020 01:41:55 GMT', 'Mon, 17 Aug 2020 01:41:57 GMT', 'Mon, 17 Aug 2020 01:41:59 GMT', 'Mon, 17 Aug 2020 01:42:01 GMT']",1,"['https://campushealth.unc.edu', 'https://campushealth.unc.edu/health-topics/sexual-health/contraception']",1
University of North Carolina at Charlotte,https://studenthealth.uncc.edu,,,,,,,,,,,,,,,0
University of North Carolina at Greensboro,https://shs.uncg.edu,10,"['https://shs.uncg.edu/contraception-birth-control-methods', 'https://shs.uncg.edu/human-papillomavirus-hpv', 'https://shs.uncg.edu/old-pagepharmacy/otc/gyn', 'https://shs.uncg.edu/pelvic-inflammatory-disease-pid', 'https://shs.uncg.edu/old-pagepharmacy/otc/complete', 'https://shs.uncg.edu/bacterial-vaginosis-bv', 'https://shs.uncg.edu/trichomoniasis-trich', 'https://shs.uncg.edu/women-3/std', 'https://shs.uncg.edu/stds-sexually-transmitted-diseaseinfection', 'https://shs.uncg.edu/taking-oral-contraceptive-pills-ocps']",5933,73.27,6.46,34,19,15,0.06,0.591,0.122,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",2,"['https://shs.uncg.edu', 'https://shs.uncg.edu/spartan-health-topics-a-z', 'https://shs.uncg.edu/bacterial-vaginosis-bv']",1
North Carolina Central University,https://www.nccu.edu/life-nc-central/health-and-well-being/student-health-center,,,,,,,,,,,,,,,0
North Carolina State University at Raleigh,https://healthypack.dasa.ncsu.edu,8,"['https://healthypack.dasa.ncsu.edu/care-provided/womens-health/contraception/', 'https://healthypack.dasa.ncsu.edu/how-to-stay-safe-over-spring-break-so-that-you-have-fun/', 'https://healthypack.dasa.ncsu.edu/care-provided/hivsti-testing/', 'https://healthypack.dasa.ncsu.edu/health-resources/hivsti-testing-prevention/', 'https://healthypack.dasa.ncsu.edu/care-provided/pharmacy/', 'https://healthypack.dasa.ncsu.edu/care-provided/womens-health/', 'https://healthypack.dasa.ncsu.edu/wp-content/uploads/sites/15/2019/07/Pharmacy-Formulary-7-19.pdf']",6475,70.84,7.22,54,38,16,0.119,0.534,0.222,"[-1, -1, -1, -1, -1, -1, 'Mon, 22 Jul 2019 19:00:06 GMT', 'Mon, 22 Jul 2019 15:31:00 GMT']",1,"['https://healthypack.dasa.ncsu.edu', 'https://healthypack.dasa.ncsu.edu/care-provided/hivsti-testing/']",1
University of North Carolina Wilmington,https://uncw.edu/healthservices,8,"['https://uncw.edu/healthservices/condomline-up.html', 'https://uncw.edu/healthservices/promotion_programs.html', 'https://uncw.edu/healthservices/condombingo.html', 'http://uncw.edu/healthservices/documents/InstructionSheet-GenitalWarts512.pdf']",777,96.53,1.84,7,6,1,0.098,0.508,0.241,"[-1, -1, -1, -1, -1, -1, -1, -1]",2,"['https://uncw.edu/healthservices', 'https://uncw.edu/healthservices/promotion.html', 'https://uncw.edu/healthservices/promotion_programs.html']",1
University of North Carolina at Pembroke,https://www.uncp.edu/campus-life/student-health-services,2,"['https://www.uncp.edu/campus-life/student-health-services/general-health/sexual-health/stds-and-stis', 'https://www.uncp.edu/campus-life/student-health-services/general-health/sexual-health/birth-control']",2007,81.9,4.64,41,28,13,0.177,0.542,0.114,"['Mon, 17 Aug 2020 02:01:10 GMT', 'Mon, 17 Aug 2020 02:01:11 GMT']",3,"['https://www.uncp.edu/campus-life/student-health-services', 'https://www.uncp.edu/campus-life/student-health-services/general-health/telehealth', 'https://www.uncp.edu/campus-life/student-health-services/general-health/sexual-health', 'https://www.uncp.edu/campus-life/student-health-services/general-health/sexual-health/stds-and-stis']",1
Winston Salem State University,https://www.wssu.edu/student-life/university-wellness-center,1,['https://www.wssu.edu/student-life/university-wellness-center/healthy-rams-for-life.html'],576,76.42,5.02,1,1,0,0.023,0.722,-0.017,[-1],1,"['https://www.wssu.edu/student-life/university-wellness-center', 'https://www.wssu.edu/student-life/university-wellness-center/healthy-rams-for-life.html']",1
Western Carolina University,https://www.wcu.edu/experience/health-and-wellness/health-services,,,,,,,,,,,,,,,0
Dickinson State University,https://www.dickinsonstate.edu/student-services/student-resource-and-opportunity-soar-center/health-wellness-and-safety,,,,,,,,,,,,,,,0
Mayville State University,https://mayvillestate.edu/student-resources/health-services,1,['https://mayvillestate.edu/student-resources/health-services/services/'],358,9.95,15.18,2,1,1,0.033,0.73,0.01,[-1],1,"['https://mayvillestate.edu/student-resources/health-services', 'https://mayvillestate.edu/student-resources/health-services/services/']",1
Minot State University,https://www.minotstateu.edu/health,,,,,,,,,,,,,,,0
University of North Dakota,https://und.edu/student-life/student-health,,,,,,,,,,,,,,,0
North Dakota State University Main Campus,https://www.ndsu.edu/studenthealthservice,2,"['https://www.ndsu.edu/studenthealthservice/healthpromotion/sexual_health/junk_mail/', 'https://www.ndsu.edu/studenthealthservice/healthpromotion/sexually_transmitted_diseases_stds/']",1191,83.65,5.44,6,4,2,0.065,0.418,0.297,"[-1, -1]",2,"['https://www.ndsu.edu/studenthealthservice', 'https://www.ndsu.edu/studenthealthservice/healthpromotion/', 'https://www.ndsu.edu/studenthealthservice/healthpromotion/sexual_health/junk_mail/']",1
Valley City State University,https://www.vcsu.edu/student-life/counseling-health-services,,,,,,,,,,,,,,,0
University of Akron Main Campus,https://www.uakron.edu/healthservices,,,,,,,,,,,,,,,0
Central State University,https://www.centralstate.edu/current/health/old,2,"['https://www.centralstate.edu/current/health/old/insurance.html', 'https://www.centralstate.edu/current/health/old/index.html']",1782,67.22,8.02,4,2,2,0.038,0.533,0.097,"[-1, -1]",1,"['https://www.centralstate.edu/current/health/old', 'https://www.centralstate.edu/current/health/old/index.html']",1
University of Cincinnati Main Campus,https://med2.uc.edu/uhs,,,,,,,,,,,,,,,0
Cleveland State University,https://www.csuohio.edu/health/health,,,,,,,,,,,,,,,0
Kent State University at Salem,https://www.kent.edu/UHS/student-health,,,,,,,,,,,,,,,0
Kent State University at Kent,https://www.kent.edu/UHS/student-health,,,,,,,,,,,,,,,0
Miami University Oxford,https://miamioh.edu/student-life/student-health-service,,,,,,,,,,,,,,,0
Ohio State University Lima Campus,https://shs.osu.edu,10,"['https://shs.osu.edu/services/pharmacy/condom-club', 'https://shs.osu.edu/services/gynecologic-services/contraceptives', 'https://shs.osu.edu/services/resources', 'https://shs.osu.edu/services/pharmacy/opioid-addiction-recovery-smart/', 'https://shs.osu.edu/services/pharmacy/prescriptions', 'https://shs.osu.edu/services/pharmacy/', 'https://shs.osu.edu/appointments/schedule-or-cancel-an-appointment', 'https://shs.osu.edu/covid-19', 'https://shs.osu.edu/covid-19/covid-19-testing', 'https://shs.osu.edu/covid-19/health-reporting-process']",5267,72.11,5.92,15,13,2,0.073,0.661,0.105,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",1,"['https://shs.osu.edu', 'https://shs.osu.edu/services/resources']",1
Ohio State University Mansfield Campus,https://shs.osu.edu,10,"['https://shs.osu.edu/services/pharmacy/condom-club', 'https://shs.osu.edu/services/gynecologic-services/contraceptives', 'https://shs.osu.edu/services/resources', 'https://shs.osu.edu/services/pharmacy/opioid-addiction-recovery-smart/', 'https://shs.osu.edu/services/pharmacy/prescriptions', 'https://shs.osu.edu/services/pharmacy/', 'https://shs.osu.edu/appointments/schedule-or-cancel-an-appointment', 'https://shs.osu.edu/covid-19', 'https://shs.osu.edu/covid-19/covid-19-testing', 'https://shs.osu.edu/covid-19/health-reporting-process']",5267,72.11,5.92,15,13,2,0.073,0.661,0.105,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",1,"['https://shs.osu.edu', 'https://shs.osu.edu/services/resources']",1
Ohio State University Main Campus,https://shs.osu.edu,10,"['https://shs.osu.edu/services/pharmacy/condom-club', 'https://shs.osu.edu/services/gynecologic-services/contraceptives', 'https://shs.osu.edu/services/resources', 'https://shs.osu.edu/services/pharmacy/opioid-addiction-recovery-smart/', 'https://shs.osu.edu/services/pharmacy/prescriptions', 'https://shs.osu.edu/services/pharmacy/', 'https://shs.osu.edu/appointments/schedule-or-cancel-an-appointment', 'https://shs.osu.edu/covid-19', 'https://shs.osu.edu/covid-19/covid-19-testing', 'https://shs.osu.edu/covid-19/health-reporting-process']",5267,72.11,5.92,15,13,2,0.073,0.661,0.105,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",1,"['https://shs.osu.edu', 'https://shs.osu.edu/services/resources']",1
Ohio University Main Campus,https://www.ohio.edu/student-insurance,,,,,,,,,,,,,,,0
Shawnee State University,https://www.shawnee.edu/campus-life/student-health-counseling,2,"['https://www.shawnee.edu/campus-life/student-health-counseling/campus-counseling-services/wellness-tips-time-management', 'https://www.shawnee.edu/campus-life/student-health-counseling/campus-counseling-services/substance-abuse-services-online']",8216,82.73,4.28,2,1,1,0.019,0.554,-0.068,"['Fri, 14 Aug 2020 22:13:25 GMT', 'Fri, 14 Aug 2020 22:13:30 GMT']",1,"['https://www.shawnee.edu/campus-life/student-health-counseling', 'https://www.shawnee.edu/campus-life/student-health-counseling/campus-counseling-services/substance-abuse-services-online']",1
University of Toledo,https://www.utoledo.edu/healthservices/hsc,,,,,,,,,,,,,,,0
Wright State University Main Campus,https://www.wright.edu/student-health-services,,,,,,,,,,,,,,,0
Wright State University Lake Campus,https://www.wright.edu/student-health-services,,,,,,,,,,,,,,,0
Youngstown State University,https://ysu.edu/wick-primary-care-ysu,,,,,,,,,,,,,,,0
Cameron University,https://www.cameron.edu/wellnesscenter,,,,,,,,,,,,,,,0
University of Central Oklahoma,https://www.uco.edu/offices/wellness/services,,,,,,,,,,,,,,,0
East Central University,https://www.ecok.edu/current-students/student-services/student-health-services,1,['https://www.ecok.edu/current-students/student-services/student-health-services/spring-break-safety-tips'],1021,75.55,6.6,3,2,1,0.057,0.573,0.174,[-1],1,"['https://www.ecok.edu/current-students/student-services/student-health-services', 'https://www.ecok.edu/current-students/student-services/student-health-services/spring-break-safety-tips']",1
Langston University,https://www.langston.edu/healthclinic,,,,,,,,,,,,,,,0
Northeastern State University,https://offices.nsuok.edu/studentaffairs/Student-Services/Student-Health-Services,,,,,,,,,,,,,,,0
Northwestern Oklahoma State University,https://www.nwosu.edu/student-services,,,,,,,,,,,,,,,0
Oklahoma State University Main Campus,https://uhs.okstate.edu,,,,,,,,,,,,,,,0
University of Oklahoma Norman Campus,https://www.ou.edu/healthservices,,,,,,,,,,,,,,,0
Oklahoma State University Institute of Technology,https://osuit.edu/student-union/health,,,,,,,,,,,,,,,0
Rogers State University,https://www.rsu.edu/campus-life/health-wellness,,,,,,,,,,,,,,,0
University of Science and Arts of Oklahoma,https://usao.edu/student-life/student-services/health-services,,,,,,,,,,,,,,,0
Southeastern Oklahoma State University,https://www.se.edu/student-wellness/student-health-services,,,,,,,,,,,,,,,0
Southwestern Oklahoma State University,https://www.swosu.edu/about/conference-centers-facilities,,,,,,,,,,,,,,,0
Eastern Oregon University,https://www.eou.edu/health,,,,,,,,,,,,,,,0
Oregon Institute of Technology,https://www.oit.edu/campus-life/student-health,1,['https://www.oit.edu/campus-life/student-health/medical-clinic'],1228,57.7,9.88,2,1,1,0.023,0.493,0.289,[-1],1,"['https://www.oit.edu/campus-life/student-health', 'https://www.oit.edu/campus-life/student-health/medical-clinic']",1
Oregon State University,https://studenthealth.oregonstate.edu,10,"['https://studenthealth.oregonstate.edu/ccare2017', 'https://studenthealth.oregonstate.edu/health-promotion/sexual-health/sexy-communication/sexy-role-play', 'https://studenthealth.oregonstate.edu/did-you-know/dyk-condom-express-2014-2015', 'https://studenthealth.oregonstate.edu/node/665/results', 'https://studenthealth.oregonstate.edu/book/export/html/221', 'https://studenthealth.oregonstate.edu/main/video/condom-hot-spot', 'https://studenthealth.oregonstate.edu/book/export/html/277', 'https://studenthealth.oregonstate.edu/wellness/sexual-health']",6002,83.37,4.39,159,102,57,0.216,0.555,0.15,"['Mon, 17 Aug 2020 02:06:55 GMT', 'Mon, 25 Aug 2014 17:48:10 GMT', 'Mon, 17 Aug 2020 02:06:56 GMT', 'Mon, 17 Aug 2020 02:06:56 GMT', 'Mon, 17 Aug 2020 02:06:57 GMT', 'Thu, 01 Jan 1970 00:00:00 GMT', 'Mon, 17 Aug 2020 02:06:58 GMT', 'Mon, 17 Aug 2020 02:06:58 GMT', 'Mon, 17 Aug 2020 02:06:59 GMT', 'Mon, 17 Aug 2020 02:06:59 GMT']",1,"['https://studenthealth.oregonstate.edu', 'https://studenthealth.oregonstate.edu/wellness/sexual-health']",1
University of Oregon,https://health.uoregon.edu,7,"['https://health.uoregon.edu/sexualhealth', 'https://health.uoregon.edu/supplies', 'https://health.uoregon.edu/free-safer-sex-supplies-available', 'https://health.uoregon.edu/files/HIV.pdf', 'https://health.uoregon.edu/faqs']",11691,67.77,7.49,31,17,14,0.077,0.592,0.185,"['Mon, 17 Aug 2020 02:12:33 GMT', 'Mon, 17 Aug 2020 02:12:33 GMT', 'Mon, 17 Aug 2020 02:12:34 GMT', 'Wed, 05 Jul 2017 20:19:04 GMT', 'Tue, 27 Jun 2017 22:34:04 GMT', 'Tue, 27 Jun 2017 22:34:04 GMT', 'Mon, 17 Aug 2020 00:42:45 GMT']",1,"['https://health.uoregon.edu', 'https://health.uoregon.edu/sexual-health']",1
Portland State University,https://www.pdx.edu/health-counseling,1,['https://www.pdx.edu/health-counseling/health'],1230,64.86,7.69,2,1,1,0.025,0.479,0.34,"['Sun, 16 Aug 2020 17:22:52 GMT']",1,"['https://www.pdx.edu/health-counseling', 'https://www.pdx.edu/health-counseling/health']",1
Southern Oregon University,https://inside.sou.edu/health,1,['https://inside.sou.edu/health/services.html'],2733,61.64,8.83,4,2,2,0.037,0.549,0.273,"['Mon, 17 Aug 2020 02:21:46 GMT']",1,"['https://inside.sou.edu/health', 'https://inside.sou.edu/health/services.html']",1
Western Oregon University,https://wou.edu/health,3,"['https://wou.edu/health/resources/student-health-101/physicalwellness/sexual-health/', 'https://wou.edu/health/departments/medical-services/sexual-assault-education-and-resources/resources/']",1342,78.42,5.56,58,39,19,0.191,0.476,0.236,"[-1, -1, 'Wed, 06 Nov 2019 00:08:04 GMT']",3,"['https://wou.edu/health', 'https://wou.edu/health/resources/student-health-101/', 'https://wou.edu/health/resources/student-health-101/physicalwellness/', 'https://wou.edu/health/resources/student-health-101/physicalwellness/sexual-health/']",1
Bloomsburg University of Pennsylvania,https://intranet.bloomu.edu/health,2,"['https://intranet.bloomu.edu/health/self_care', 'https://intranet.bloomu.edu/health/sexual_health']",627,90.04,2.99,4,2,2,0.035,0.689,0.083,"['Mon, 17 Aug 2020 02:26:22 GMT', 'Mon, 17 Aug 2020 02:26:22 GMT']",1,"['https://intranet.bloomu.edu/health', 'https://intranet.bloomu.edu/health/self_care']",1
California University of Pennsylvania,https://www.calu.edu/student-life,,,,,,,,,,,,,,,0
Cheyney University of Pennsylvania,https://cheyney.edu/campus-experience/holistic-student-support/health-and-wellness,,,,,,,,,,,,,,,0
Clarion University of Pennsylvania,https://www.clarion.edu/student-life/health-fitness-and-wellness/health-care-services,,,,,,,,,,,,,,,0
East Stroudsburg University of Pennsylvania,https://www.esu.edu/health-and-wellness,1,['https://www.esu.edu/health-and-wellness/fostering-warriors/index.cfm'],1007,70.64,6.36,2,1,1,0.019,0.683,0.18,[-1],1,"['https://www.esu.edu/health-and-wellness', 'https://www.esu.edu/health-and-wellness/fostering-warriors/index.cfm']",1
Edinboro University of Pennsylvania,https://www.edinboro.edu/directory/offices-services/ghering/student-health-services,1,['https://www.edinboro.edu/directory/offices-services/ghering/student-health-services/services.html'],1312,84.83,4.49,2,1,1,0.023,0.667,0.04,[-1],1,"['https://www.edinboro.edu/directory/offices-services/ghering/student-health-services', 'https://www.edinboro.edu/directory/offices-services/ghering/student-health-services/services.html']",1
Indiana University of Pennsylvania Main Campus,https://www.iup.edu/healthservice,2,"['https://www.iup.edu/healthservice/services/self-care-service/', 'https://www.iup.edu/healthservice/services/faq/']",1799,73.64,6.04,6,3,3,0.032,0.627,0.177,"[-1, -1]",1,"['https://www.iup.edu/healthservice', 'https://www.iup.edu/healthservice/services/faq/']",1
Kutztown University of Pennsylvania,https://www.kutztown.edu/about-ku/our-campus/maps,,,,,,,,,,,,,,,0
Lincoln University,https://bluetigerportal.lincolnu.edu/web/thompkins-health-center,,,,,,,,,,,,,,,0
Lock Haven University,https://www.lockhaven.edu/healthservices,,,,,,,,,,,,,,,0
Mansfield University of Pennsylvania,https://www.mansfield.edu/residence-life,,,,,,,,,,,,,,,0
Millersville University of Pennsylvania,https://www.millersville.edu/healthservices,7,"['https://www.millersville.edu/healthservices/services/medication-and-equipment.php', 'https://www.millersville.edu/healthservices/services/sexual-concerns.php', 'https://www.millersville.edu/healthservices/files/birth-control-options.pdf', 'https://www.millersville.edu/healthservices/files/bacterial-vaginosis.pdf']",1114,57.36,9.45,3,2,1,0.032,0.608,0.168,"[-1, -1, -1, -1, -1, -1, -1]",1,"['https://www.millersville.edu/healthservices', 'https://www.millersville.edu/healthservices/services/medication-and-equipment.php']",1
Pennsylvania State University Penn State Erie Behrend College,https://behrend.psu.edu/student-life/student-services/health,10,"['https://behrend.psu.edu/student-life/student-services/health/services/contraceptive-services/condoms-and-spermicides', 'https://behrend.psu.edu/student-life/student-services/health/services/contraceptive-services/combined-hormonal-contraceptive-chc', 'https://behrend.psu.edu/student-life/student-services/health/health-services/contraceptive-and-pregnancy-services', 'https://behrend.psu.edu/student-life/student-services/health/services/contraceptive-services/mini-pill', 'https://behrend.psu.edu/student-life/student-services/health/health-services/sexually-transmitted-diseases/gonorrhea', 'https://behrend.psu.edu/student-life/student-services/health/health-services/sexually-transmitted-diseases/chlamydia', 'https://behrend.psu.edu/student-life/student-services/health/services/contraceptive-services/depo-provera', 'https://behrend.psu.edu/student-life/student-services/health/health-services/sexually-transmitted-diseases/syphilis', 'https://behrend.psu.edu/student-life/student-services/health/services/contraceptive-services/birth-control-pill', 'https://behrend.psu.edu/student-life/student-services/health/health-services/mens-health-faq']",10890,71.86,7,132,97,35,0.135,0.582,0.105,"['Fri, 14 Aug 2020 08:50:36 GMT', 'Fri, 14 Aug 2020 12:15:32 GMT', 'Fri, 14 Aug 2020 22:56:18 GMT', 'Fri, 14 Aug 2020 19:50:30 GMT', 'Fri, 14 Aug 2020 22:56:23 GMT', 'Fri, 14 Aug 2020 09:03:44 GMT', 'Fri, 14 Aug 2020 08:27:07 GMT', 'Sun, 16 Aug 2020 17:51:05 GMT', 'Fri, 14 Aug 2020 22:56:17 GMT', 'Sun, 16 Aug 2020 17:51:07 GMT']",2,"['https://behrend.psu.edu/student-life/student-services/health', 'https://behrend.psu.edu/student-life/student-services/health/health-services/mens-health', 'https://behrend.psu.edu/student-life/student-services/health/health-services/mens-health-faq']",1
Pennsylvania State University Penn State New Kensington,https://newkensington.psu.edu/news?page=10&type=all,,,,,,,,,,,,,,,0
Pennsylvania State University Penn State Wilkes Barre,https://wilkesbarre.psu.edu,,,,,,,,,,,,,,,0
Pennsylvania State University Penn State Worthington Scranton,https://scranton.psu.edu/health-counseling-services,,,,,,,,,,,,,,,0
Pennsylvania State University Penn State Lehigh Valley,https://lehighvalley.psu.edu/student-life/health-counseling-services,,,,,,,,,,,,,,,0
Pennsylvania State University Penn State Altoona,https://altoona.psu.edu/offices-divisions/student-affairs/health-wellness,,,,,,,,,,,,,,,0
Pennsylvania State University Penn State Beaver,https://beaver.psu.edu/student-life/health-services,,,,,,,,,,,,,,,0
Pennsylvania State University Penn State Berks,https://berks.psu.edu/news?type=image&page=131,,,,,,,,,,,,,,,0
Pennsylvania State University Penn State Harrisburg,https://harrisburg.psu.edu/student-health-services,,,,,,,,,,,,,,,0
Pennsylvania State University Penn State Brandywine,https://www.brandywine.psu.edu/student-life/health-services,,,,,,,,,,,,,,,0
Pennsylvania State University Penn State DuBois,https://dubois.psu.edu/news?sort=newest&type=image&page=104,,,,,,,,,,,,,,,0
Pennsylvania State University Penn State Fayette  Eberly,https://fayette.psu.edu/campus-life/health-and-wellness-services,,,,,,,,,,,,,,,0
Pennsylvania State University Penn State Hazleton,https://hazleton.psu.edu/news?page=9&sort=newest&type=all,,,,,,,,,,,,,,,0
Pennsylvania State University Main Campus,https://studentaffairs.psu.edu/health,10,"['https://studentaffairs.psu.edu/health-wellness/medical-services/services/medical-exams/sexual-health/free-condoms', 'https://studentaffairs.psu.edu/health-wellness/healthy-living/sexual-health', 'https://studentaffairs.psu.edu/health-wellness/medical-services/health-information-resources/mini-pill', 'https://studentaffairs.psu.edu/health-wellness/medical-services/health-services-commonwealth-campuses', 'https://studentaffairs.psu.edu/health-wellness/medical-services/health-information-resources/depo-provera', 'https://studentaffairs.psu.edu/health-wellness/healthy-living/free-student-wellness-services', 'https://studentaffairs.psu.edu/health-wellness/medical-services/services/medical-services/lgbtq-health', 'https://studentaffairs.psu.edu/health-wellness/medical-services/pharmacy/hours-parking', 'https://studentaffairs.psu.edu/health-wellness/medical-services/health-information-resources/epididymitis', 'https://studentaffairs.psu.edu/health-wellness/healthy-living']",8153,71.3,6.59,53,31,22,0.103,0.529,0.181,-1,1,"['https://studentaffairs.psu.edu/health', 'https://studentaffairs.psu.edu/health-wellness/medical-services/health-services-commonwealth-campuses']",1
Pennsylvania State University Penn State Greater Allegheny,https://greaterallegheny.psu.edu/student-services/health-services,,,,,,,,,,,,,,,0
Pennsylvania State University Penn State Mont Alto,https://montalto.psu.edu/health,,,,,,,,,,,,,,,0
Pennsylvania State University Penn State Abington,https://www.abington.psu.edu/health-wellness,,,,,,,,,,,,,,,0
Pennsylvania State University Penn State Schuylkill,https://schuylkill.psu.edu/campus-life/health-services,1,['https://schuylkill.psu.edu/campus-life/health-services/services-0'],577,51.48,9.56,2,1,1,0.02,0.528,0.074,"['Sat, 15 Aug 2020 01:48:42 GMT']",1,"['https://schuylkill.psu.edu/campus-life/health-services', 'https://schuylkill.psu.edu/campus-life/health-services/services-0']",1
Pennsylvania State University Penn State York,https://york.psu.edu,2,['http://www2.york.psu.edu/~mph13/Syphilis.ppt'],34170,-106.58,80.46,6,3,3,0.037,0.575,0.108,"['Wed, 10 Sep 2014 13:11:32 GMT', 'Mon, 07 Jan 2019 19:20:24 GMT']",0,['https://york.psu.edu'],1
University of Pittsburgh Bradford,https://www.upb.pitt.edu/life-at-pitt-bradford/health-and-wellness/health-services,1,['https://www.upb.pitt.edu/life-at-pitt-bradford/health-and-wellness/health-services/self-care-center'],222,69.46,6.37,2,1,1,0.031,0.625,0.119,[-1],1,"['https://www.upb.pitt.edu/life-at-pitt-bradford/health-and-wellness/health-services', 'https://www.upb.pitt.edu/life-at-pitt-bradford/health-and-wellness/health-services/self-care-center']",1
University of Pittsburgh Greensburg,https://www.greensburg.pitt.edu/student-resources/health-services,,,,,,,,,,,,,,,0
University of Pittsburgh Johnstown,https://www.johnstown.pitt.edu/health-and-counseling-services/health-services,,,,,,,,,,,,,,,0
University of Pittsburgh Pittsburgh Campus,https://www.studentaffairs.pitt.edu/shs,,,,,,,,,,,,,,,0
Shippensburg University of Pennsylvania,https://www.ship.edu/health_center,,,,,,,,,,,,,,,0
Slippery Rock University of Pennsylvania,https://www.sru.edu/offices/student-health-services,2,"['https://www.sru.edu/offices/student-health-services/sexual-health-services', 'https://www.sru.edu/offices/student-health-services/health-promotion']",2232,75.37,5.99,8,6,2,0.056,0.564,0.143,"[-1, -1]",1,"['https://www.sru.edu/offices/student-health-services', 'https://www.sru.edu/offices/student-health-services/sexual-health-services']",1
Temple University,https://www.temple.edu/studenthealth,6,"['https://www.temple.edu/studenthealth/Gynecology_Birth_Control.html', 'https://www.temple.edu/studenthealth/Family_Planning_Services_Program.html', 'http://www.temple.edu/studenthealth/Family_Planning_FAQs.html', 'https://www.temple.edu/studenthealth/Gynecology_Emergency_Contraception.html', 'https://www.temple.edu/studenthealth/Sexually_Transmited_Disease_Testing.html', 'https://www.temple.edu/studenthealth/Gynecology_Gardasil.html']",3195,60.67,8.62,20,11,9,0.049,0.538,0.205,"['Tue, 07 Jul 2020 13:08:11 GMT', 'Tue, 07 Jul 2020 13:08:11 GMT', 'Tue, 07 Jul 2020 13:08:11 GMT', 'Tue, 07 Jul 2020 13:08:11 GMT', 'Tue, 07 Jul 2020 13:10:31 GMT', 'Tue, 07 Jul 2020 13:08:11 GMT']",1,"['https://www.temple.edu/studenthealth', 'https://www.temple.edu/studenthealth/Sexually_Transmited_Disease_Testing.html']",1
West Chester University of Pennsylvania,https://www.wcupa.edu/_services/studentHealthServices,5,"['https://www.wcupa.edu/_services/studentHealthServices/contraception.aspx', 'https://www.wcupa.edu/_services/studentHealthServices/ZikaVirus.aspx', 'https://www.wcupa.edu/_services/studentHealthServices/services.aspx']",2511,72.07,6.12,5,3,2,0.03,0.526,0.243,"[-1, 'Tue, 09 Jul 2019 12:46:16 GMT', -1, -1, -1]",2,"['https://www.wcupa.edu/_services/studentHealthServices', 'https://www.wcupa.edu/_services/studentHealthServices/clinical.aspx', 'https://www.wcupa.edu/_services/studentHealthServices/services.aspx']",1
Rhode Island College,http://www.ric.edu/healthservices/Pages,,,,,,,,,,,,,,,0
University of Rhode Island,https://web.uri.edu/healthservices,1,['https://web.uri.edu/healthservices/medical-care/lgbtq-health/'],471,42.55,13.5,2,1,1,0.024,0.479,0.177,[-1],2,"['https://web.uri.edu/healthservices', 'https://web.uri.edu/healthservices/medical-care/', 'https://web.uri.edu/healthservices/medical-care/lgbtq-health/']",1
