University_name,University SHC URL,Count of keywords matching webpages on SHC,Keywords matched webpages on SHC,Total word count on all pages,Reading ease,Grade level,hormonal_iud_coverage,copper_iud_coverage,contraceptive_implant_coverage,contraceptive_injection_coverage,hormonal_iud_keyword_count,copper_iud_keyword_count,contraceptive_implant_keyword_count,contraceptive_injection_keyword_count,prevalence_metric,coverage_metric,IUD,Progesterone IUD,Progestin,Hormonal IUD,Mirena,Skyla,Kyleena,Liletta,Copper IUD,Non-Hormonal IUD,nonhormonal iud,Paragard,contraceptive implant,Nexplanon,contraceptive injection,control shot,Depo-Provera,Depo,Similarity,Sentiment objectivity,Sentiment polarity,Timeliness,Navigation,Trace,Data found
University of Toledo,https://www.utoledo.edu/healthservices/hsc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Wright State University Main Campus,https://www.wright.edu/student-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Wright State University Lake Campus,https://www.wright.edu/student-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Youngstown State University,https://ysu.edu/wick-primary-care-ysu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Cameron University,https://www.cameron.edu/wellnesscenter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Central Oklahoma,https://www.uco.edu/offices/wellness/services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
East Central University,https://www.ecok.edu/current-students/student-services/student-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Langston University,https://www.langston.edu/healthclinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Northeastern State University,https://offices.nsuok.edu/studentaffairs/Student-Services/Student-Health-Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Northwestern Oklahoma State University,https://www.nwosu.edu/student-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Oklahoma State University Main Campus,https://uhs.okstate.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Oklahoma Norman Campus,https://www.ou.edu/healthservices,3,"['https://www.ou.edu/healthservices/medical-services/womenscenter', 'https://www.ou.edu/healthservices/patient-education---brochures', 'http://www.ou.edu/healthservices/medical-services.html']",1502,64.84,7.97,1,1,1,0,7,1,2,0,10,2,6,0,1,1,3,2,0,0,0,0,0,1,0,2,0,0,0,0,0.045,0.681,0.072,"[-1, -1, -1]",1,"['https://www.ou.edu/healthservices', 'https://www.ou.edu/healthservices/medical-services.html']",1
Oklahoma State University Institute of Technology,https://osuit.edu/student-union/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Rogers State University,https://www.rsu.edu/campus-life/health-wellness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Science and Arts of Oklahoma,https://usao.edu/student-life/student-services/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Southeastern Oklahoma State University,https://www.se.edu/student-wellness/student-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Southwestern Oklahoma State University,https://www.swosu.edu/about/conference-centers-facilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Eastern Oregon University,https://www.eou.edu/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Oregon Institute of Technology,https://www.oit.edu/campus-life/student-health,1,['https://www.oit.edu/campus-life/student-health/medical-clinic'],1228,54.66,10.53,1,0,0,1,1,0,0,1,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.055,0.495,0.327,[-1],1,"['https://www.oit.edu/campus-life/student-health', 'https://www.oit.edu/campus-life/student-health/medical-clinic']",1
Oregon State University,https://studenthealth.oregonstate.edu,12,"['https://studenthealth.oregonstate.edu/ccare2017', 'https://studenthealth.oregonstate.edu/health-promotion/sexual-health/contraception/hormonal-methods', 'https://studenthealth.oregonstate.edu/clinical-services/oregon-contraceptive-care', 'https://studenthealth.oregonstate.edu/book/export/html/277', 'https://studenthealth.oregonstate.edu/book/export/html/315', 'https://studenthealth.oregonstate.edu/book/export/html/1411', 'https://studenthealth.oregonstate.edu/sexual-and-reproductive-health/intimate-exams', 'http://studenthealth.oregonstate.edu/files/main/docs/pacific_source_bklt.pdf', 'https://studenthealth.oregonstate.edu/sites/studenthealth.oregonstate.edu/files/annual_notification_2015-16.pdf']",14040,74.23,6.2,1,1,1,1,17,6,1,2,26,3,16,0,13,0,2,1,1,0,0,0,0,6,0,1,0,0,0,2,0.089,0.537,0.069,"['Mon, 17 Aug 2020 08:41:04 GMT', 'Mon, 17 Aug 2020 08:41:05 GMT', 'Mon, 17 Aug 2020 08:41:05 GMT', 'Mon, 17 Aug 2020 08:41:06 GMT', 'Mon, 17 Aug 2020 08:41:06 GMT', 'Thu, 01 Jan 1970 00:00:00 GMT', 'Mon, 17 Aug 2020 07:35:01 GMT', 'Mon, 17 Aug 2020 08:41:08 GMT', 'Wed, 02 Oct 2019 00:04:22 GMT', -1, -1, 'Thu, 01 Jan 1970 00:00:00 GMT']",2,"['https://studenthealth.oregonstate.edu', 'https://studenthealth.oregonstate.edu/clinical-services', 'https://studenthealth.oregonstate.edu/clinical-services/oregon-contraceptive-care']",1
University of Oregon,https://health.uoregon.edu,5,"['https://health.uoregon.edu/faqs', 'https://health.uoregon.edu/files/NUR-142_Pre-travel_Worksheet_2017.pdf', 'https://health.uoregon.edu/sensitive-exam', 'https://health.uoregon.edu/birthcontrol']",12042,69.23,7.49,1,1,0,1,1,1,0,2,4,2,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0.068,0.516,0.062,"['Mon, 17 Aug 2020 07:31:36 GMT', 'Wed, 28 Nov 2018 23:15:07 GMT', 'Thu, 01 Jun 2017 23:13:30 GMT', 'Mon, 17 Aug 2020 08:51:03 GMT', 'Mon, 17 Aug 2020 07:46:09 GMT']",1,"['https://health.uoregon.edu', 'https://health.uoregon.edu/faqs']",1
Portland State University,https://www.pdx.edu/health-counseling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Southern Oregon University,https://inside.sou.edu/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Western Oregon University,https://wou.edu/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Bloomsburg University of Pennsylvania,https://intranet.bloomu.edu/health,2,"['https://intranet.bloomu.edu/health/sexual_health', 'https://intranet.bloomu.edu/health/services']",743,69.63,6.39,0,0,0,1,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.021,0.744,0.076,"['Mon, 17 Aug 2020 08:52:24 GMT', 'Mon, 17 Aug 2020 08:52:24 GMT']",1,"['https://intranet.bloomu.edu/health', 'https://intranet.bloomu.edu/health/services']",1
California University of Pennsylvania,https://www.calu.edu/student-life,1,['https://www.calu.edu/student-life/health-wellness.aspx'],1569,65.02,6.96,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.01,0.678,0.1,[-1],1,"['https://www.calu.edu/student-life', 'https://www.calu.edu/student-life/health-wellness.aspx']",1
Cheyney University of Pennsylvania,https://cheyney.edu/campus-experience/holistic-student-support/health-and-wellness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Clarion University of Pennsylvania,https://www.clarion.edu/student-life/health-fitness-and-wellness/health-care-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
East Stroudsburg University of Pennsylvania,https://www.esu.edu/health-and-wellness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Edinboro University of Pennsylvania,https://www.edinboro.edu/directory/offices-services/ghering/student-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Indiana University of Pennsylvania Main Campus,https://www.iup.edu/healthservice,2,"['https://www.iup.edu/healthservice/services/gynecological-services/', 'https://www.iup.edu/healthservice/services/faq/']",2003,64.94,9.37,0,0,0,1,0,0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.027,0.852,0.018,"[-1, -1]",1,"['https://www.iup.edu/healthservice', 'https://www.iup.edu/healthservice/services/gynecological-services/']",1
Kutztown University of Pennsylvania,https://www.kutztown.edu/about-ku/our-campus/maps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Lincoln University,https://bluetigerportal.lincolnu.edu/web/thompkins-health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Lock Haven University,https://www.lockhaven.edu/healthservices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Mansfield University of Pennsylvania,https://www.mansfield.edu/residence-life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Millersville University of Pennsylvania,https://www.millersville.edu/healthservices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pennsylvania State University Penn State Erie Behrend College,https://behrend.psu.edu/student-life/student-services/health,8,"['https://behrend.psu.edu/student-life/student-services/health/services/contraceptive-services/depo-provera', 'https://behrend.psu.edu/student-life/student-services/health/services/contraceptive-services/iud', 'https://behrend.psu.edu/student-life/student-services/health/services/contraceptive-services/nexplanon', 'https://behrend.psu.edu/student-life/student-services/health/services/contraceptive-services/mini-pill', 'https://behrend.psu.edu/student-life/student-services/health/services/contraceptive-services/birth-control-pill', 'https://behrend.psu.edu/student-life/student-services/health/health-services/contraceptive-and-pregnancy-services', 'https://behrend.psu.edu/student-life/student-services/health/services/contraceptive-services/ring-contraception', 'https://behrend.psu.edu/student-life/student-services/health/services/contraceptive-services/emergency-contraceptive-pill']",8482,72.29,6.45,1,0,1,1,7,0,3,50,60,2,10,0,7,0,0,0,0,0,0,0,0,0,0,3,9,0,0,32,0.099,0.51,0.126,"['Fri, 14 Aug 2020 08:27:07 GMT', 'Fri, 14 Aug 2020 22:56:16 GMT', 'Fri, 14 Aug 2020 11:53:56 GMT', 'Fri, 14 Aug 2020 19:50:30 GMT', 'Fri, 14 Aug 2020 22:56:17 GMT', 'Fri, 14 Aug 2020 22:56:18 GMT', 'Fri, 14 Aug 2020 19:51:01 GMT', 'Fri, 14 Aug 2020 07:33:58 GMT']",2,"['https://behrend.psu.edu/student-life/student-services/health', 'https://behrend.psu.edu/student-life/student-services/health/health-services/womens-health', 'https://behrend.psu.edu/student-life/student-services/health/health-services/contraceptive-and-pregnancy-services']",1
Pennsylvania State University Penn State New Kensington,https://newkensington.psu.edu/news?page=10&type=all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pennsylvania State University Penn State Wilkes Barre,https://wilkesbarre.psu.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pennsylvania State University Penn State Worthington Scranton,https://scranton.psu.edu/health-counseling-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pennsylvania State University Penn State Lehigh Valley,https://lehighvalley.psu.edu/student-life/health-counseling-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pennsylvania State University Penn State Altoona,https://altoona.psu.edu/offices-divisions/student-affairs/health-wellness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pennsylvania State University Penn State Beaver,https://beaver.psu.edu/student-life/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pennsylvania State University Penn State Berks,https://berks.psu.edu/news?type=image&page=131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pennsylvania State University Penn State Harrisburg,https://harrisburg.psu.edu/student-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pennsylvania State University Penn State Brandywine,https://www.brandywine.psu.edu/student-life/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pennsylvania State University Penn State DuBois,https://dubois.psu.edu/news?sort=newest&type=image&page=104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pennsylvania State University Penn State Fayette  Eberly,https://fayette.psu.edu/campus-life/health-and-wellness-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pennsylvania State University Penn State Hazleton,https://hazleton.psu.edu/news?page=9&sort=newest&type=all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pennsylvania State University Main Campus,https://studentaffairs.psu.edu/health,8,"['https://studentaffairs.psu.edu/health-wellness/medical-services/health-information-resources/depo-provera', 'https://studentaffairs.psu.edu/health-wellness/medical-services/health-information-resources/mini-pill', 'https://studentaffairs.psu.edu/health-wellness/medical-services/services/medical-services/womens-health', 'https://studentaffairs.psu.edu/health-wellness/medical-services/health-information-resources/pill', 'https://studentaffairs.psu.edu/health-wellness/medical-services/health-information-resources', 'https://studentaffairs.psu.edu/health-wellness/medical-services/health-information-resources/nuvaring', 'https://studentaffairs.psu.edu/health-wellness/medical-services/services/x-rayultrasound', 'https://studentaffairs.psu.edu/health-wellness/medical-services/services/medical-services/lgbtq-health']",9573,70.99,6.67,1,0,1,1,9,0,1,27,37,2,3,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,0.089,0.572,0.134,-1,1,"['https://studentaffairs.psu.edu/health', 'https://studentaffairs.psu.edu/health-wellness/medical-services/health-information-resources']",1
Pennsylvania State University Penn State Greater Allegheny,https://greaterallegheny.psu.edu/student-services/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pennsylvania State University Penn State Mont Alto,https://montalto.psu.edu/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pennsylvania State University Penn State Abington,https://www.abington.psu.edu/health-wellness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pennsylvania State University Penn State Schuylkill,https://schuylkill.psu.edu/campus-life/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pennsylvania State University Penn State York,https://york.psu.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Pittsburgh Bradford,https://www.upb.pitt.edu/life-at-pitt-bradford/health-and-wellness/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Pittsburgh Greensburg,https://www.greensburg.pitt.edu/student-resources/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Pittsburgh Johnstown,https://www.johnstown.pitt.edu/health-and-counseling-services/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Pittsburgh Pittsburgh Campus,https://www.studentaffairs.pitt.edu/shs,5,"['https://www.studentaffairs.pitt.edu/shs/medical/womens/', 'https://www.studentaffairs.pitt.edu/shs/telemedicine-services-offered/', 'https://www.studentaffairs.pitt.edu/shs/online-portal-services/op-schedule-appointment/', 'https://www.studentaffairs.pitt.edu/shs/immunization/ongoing-healthcare/', 'https://www.studentaffairs.pitt.edu/shs/lgbtqia/trans/']",7041,75.11,5.25,1,0,1,1,2,0,2,3,7,2,3,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,3,0.071,0.669,0.044,"[-1, -1, -1, -1, -1]",2,"['https://www.studentaffairs.pitt.edu/shs', 'https://www.studentaffairs.pitt.edu/shs/online-portal-services/', 'https://www.studentaffairs.pitt.edu/shs/online-portal-services/op-schedule-appointment/']",1
Shippensburg University of Pennsylvania,https://www.ship.edu/health_center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Slippery Rock University of Pennsylvania,https://www.sru.edu/offices/student-health-services,1,['https://www.sru.edu/offices/student-health-services'],1751,68.67,6.28,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.013,0.59,0.206,[-1],0,['https://www.sru.edu/offices/student-health-services'],1
Temple University,https://www.temple.edu/studenthealth,1,['https://www.temple.edu/studenthealth/Gynecology_Birth_Control.html'],608,59.42,8.49,0,0,1,1,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.046,0.618,0.097,"['Tue, 07 Jul 2020 13:08:11 GMT']",2,"['https://www.temple.edu/studenthealth', 'https://www.temple.edu/studenthealth/Medications.html', 'https://www.temple.edu/studenthealth/Gynecology_Birth_Control.html']",1
West Chester University of Pennsylvania,https://www.wcupa.edu/_services/studentHealthServices,2,"['https://www.wcupa.edu/_services/studentHealthServices/contraception.aspx', 'https://www.wcupa.edu/_services/studentHealthServices/services.aspx']",2108,75.72,5.46,0,0,0,1,0,0,0,4,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.08,0.585,0.186,"[-1, -1]",2,"['https://www.wcupa.edu/_services/studentHealthServices', 'https://www.wcupa.edu/_services/studentHealthServices/generalInfo.aspx', 'https://www.wcupa.edu/_services/studentHealthServices/documents/STUDENT%20HEALTH%20SERVICES%20FEES%20August%202020.docx']",1
Rhode Island College,http://www.ric.edu/healthservices/Pages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Rhode Island,https://web.uri.edu/healthservices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
College of Charleston,https://studenthealth.cofc.edu,2,"['https://studenthealth.cofc.edu/services/birth-control.php', 'https://studenthealth.cofc.edu/sexual-health/gynecologic-care.php']",1931,53.54,9.89,0,0,0,1,0,0,0,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.06,0.485,0.202,-1,-1,[],1
Clemson University,https://www.clemson.edu/campus-life/student-health,2,['https://www.clemson.edu/campus-life/student-health/medical/services-and-departments/womens-clinic.html'],1891,70.35,7.21,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029,0.487,0.225,"[-1, 'Wed, 22 Jul 2020 03:24:14 GMT']",2,"['https://www.clemson.edu/campus-life/student-health', 'https://www.clemson.edu/campus-life/student-health/medical/', 'https://www.clemson.edu/campus-life/student-health/medical/services-and-departments/womens-clinic.html']",1
Francis Marion University,https://www.fmarion.edu/studentservices,1,['https://www.fmarion.edu/studentservices/'],7257,72.55,6.3,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.012,0.455,0.164,-1,-1,[],1
Lander University,https://www.lander.edu/student-life/wellness-center/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of South Carolina Aiken,https://www.usca.edu/student-health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of South Carolina Columbia,https://sc.edu/about/offices_and_divisions/student_health_services,2,['https://www.sc.edu/about/offices_and_divisions/student_health_services/medical-services/womens-health/index.php'],926,82.06,4.25,0,0,1,1,0,0,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.019,0.764,-0.024,"[-1, 'Wed, 27 May 2020 13:41:53 GMT']",2,"['https://sc.edu/about/offices_and_divisions/student_health_services', 'https://sc.edu/about/offices_and_divisions/student_health_services/medical-services/nutrition/index.php', 'https://sc.edu/about/offices_and_divisions/student_health_services/documents/food-record-form-2020.docx']",1
Coastal Carolina University,https://www.coastal.edu/health,1,['https://www.coastal.edu/health/services/womenshealth/'],654,57.61,8.04,1,0,1,1,1,0,3,4,8,2,9,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0.152,0.538,0.112,[-1],2,"['https://www.coastal.edu/health', 'https://www.coastal.edu/health/services/', 'https://www.coastal.edu/health/services/womenshealth/']",1
South Carolina State University,https://www.scsu.edu/studentaffairs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of South Carolina Upstate,https://www.uscupstate.edu/campus-life/health-and-safety/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Winthrop University,https://www.winthrop.edu/hcs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Black Hills State University,https://www.bhsu.edu/Student-Life/Student-Services/Student-Health-Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Dakota State University,https://dsu.edu/student-life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Northern State University,https://www.northern.edu/campus-life/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
South Dakota State University,https://www.sdstate.edu/student-health-clinic-and-counseling-services/student-health-clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of South Dakota,https://www.usd.edu/student-life/student-health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Austin Peay State University,https://www.apsu.edu/health-and-counseling/boyd-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
East Tennessee State University,https://www.etsu.edu/nursing/universityhealth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Memphis,https://www.memphis.edu/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Middle Tennessee State University,https://www.mtsu.edu/healthservices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
The University of Tennessee Chattanooga,https://www.utc.edu/university-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
The University of Tennessee Knoxville,https://studenthealth.utk.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
The University of Tennessee Martin,https://www.utm.edu/departments/shcs,4,"['https://www.utm.edu/departments/shcs/studenthealth.php', 'https://www.utm.edu/departments/shcs/cdc/pid.php', 'https://www.utm.edu/departments/shcs/healthinfo.php']",3138,45.44,12.36,0,0,1,1,0,0,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0.019,0.544,0.278,"[-1, -1, 'Thu, 03 Jan 2019 16:05:59 GMT', -1]",1,"['https://www.utm.edu/departments/shcs', 'https://www.utm.edu/departments/shcs/studenthealth.php']",1
Tennessee State University,http://www.tnstate.edu/campus_life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Tennessee Technological University,https://www.tntech.edu/healthservices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Angelo State University,https://www.angelo.edu/services/health_clinic_counseling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Texas A & M University Corpus Christi,https://healthcenter.tamucc.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Texas A&M University Texarkana,https://tamut.edu/Campus-Life/Student-Health-Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Texas A & M University Commerce,http://www.tamuc.edu/CampusLife/CampusServices/studentHealthServices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Houston Clear Lake,https://www.uhcl.edu/student-affairs/health-wellness/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Houston Downtown,https://www.uhd.edu/student-life/health/Pages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Houston Victoria,https://www.uhv.edu/counseling/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Houston,https://www.uh.edu/healthcenter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Lamar University,https://www.lamar.edu/students/student-engagement/student-health-center,1,['https://www.lamar.edu/students/student-engagement/student-health-center/frequently-asked-questions.html'],725,71.06,6.72,0,0,0,1,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.035,0.669,0.087,"['Wed, 12 Aug 2020 21:48:36 GMT']",1,"['https://www.lamar.edu/students/student-engagement/student-health-center', 'https://www.lamar.edu/students/student-engagement/student-health-center/frequently-asked-questions.html']",1
Texas A & M International University,https://www.tamiu.edu/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Midwestern State University,https://msutexas.edu/healthcenter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of North Texas,https://studentaffairs.unt.edu/student-health-and-wellness-center,1,['https://studentaffairs.unt.edu/student-health-and-wellness-center/services/gynecological-health'],3131,72.21,7.71,1,0,1,1,8,0,7,1,16,2,18,0,0,0,3,5,0,0,0,0,0,0,1,6,0,0,0,1,0.079,0.58,0.113,"['Mon, 17 Aug 2020 06:44:07 GMT']",1,"['https://studentaffairs.unt.edu/student-health-and-wellness-center', 'https://studentaffairs.unt.edu/student-health-and-wellness-center/services/gynecological-health']",1
The University of Texas Rio Grande Valley,https://www.utrgv.edu/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Prairie View A & M University,https://www.pvamu.edu/healthservices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Sam Houston State University,https://www.shsu.edu/dept/student-health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Stephen F Austin State University,http://www.sfasu.edu/life-at-sfa/health-safety/health-clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Texas State University,https://www.healthcenter.txstate.edu,6,"['https://www.healthcenter.txstate.edu/SERVICES.html', 'https://www.healthcenter.txstate.edu/ABOUT/providers.html', 'https://www.healthcenter.txstate.edu/Round-Rock-Student-Health-Center.html', 'https://www.healthcenter.txstate.edu/APPTS.html', 'https://www.healthcenter.txstate.edu/covid-19/', 'https://www.healthcenter.txstate.edu/covid-19.html']",17383,67.6,6.7,1,0,1,1,7,0,5,7,19,2,6,0,2,0,5,0,0,0,0,0,0,0,1,4,1,0,0,5,0.076,0.64,0.068,"['Wed, 12 Aug 2020 17:36:07 GMT', 'Wed, 05 Aug 2020 19:15:30 GMT', 'Wed, 12 Aug 2020 21:52:01 GMT', 'Wed, 12 Aug 2020 15:45:46 GMT', 'Fri, 14 Aug 2020 18:49:49 GMT', 'Fri, 14 Aug 2020 20:11:24 GMT']",1,"['https://www.healthcenter.txstate.edu', 'https://www.healthcenter.txstate.edu/APPTS.html']",1
Sul Ross State University,https://www.sulross.edu/page/343/student-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Tarleton State University,https://www.tarleton.edu/healthservices,3,['http://www.tarleton.edu/healthservices/womens.html'],459,69.73,7.03,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.019,0.785,0.19,"['Thu, 13 Aug 2020 16:53:17 GMT', -1, 'Thu, 13 Aug 2020 16:53:07 GMT']",1,"['https://www.tarleton.edu/healthservices', 'https://www.tarleton.edu/healthservices/womens.html']",1
Texas A & M University Kingsville,http://www.tamuk.edu/shw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
