University_name,University SHC URL,Count of keywords matching webpages on SHC,Keywords matched webpages on SHC,Total word count on all pages,Reading ease,Grade level,Prevalence_metric,IUD,Progesterone IUD,Progestin,Hormonal IUD,Mirena,Skyla,Kyleena,Liletta,Copper IUD,Non - Hormonal IUD,nonhormonal iud,Paragard,contraceptive implant,Nexplanon,contraceptive injection,control shot,Depo - Provera,Depo,Similarity,Sentiment objectivity,Sentiment polarity,Timeliness,Navigation,Trace,Data found
Bloomsburg University of Pennsylvania,https://intranet.bloomu.edu/health,2,"['https://intranet.bloomu.edu/health/sexual_health', 'https://intranet.bloomu.edu/health/services']",743,70.29,6.28,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.019,0.728,0.092,"['Thu, 17 Sep 2020 19:00:07 GMT', 'Thu, 17 Sep 2020 19:00:07 GMT']",1,"['https://intranet.bloomu.edu/health', 'https://intranet.bloomu.edu/health/services']",1
California University of Pennsylvania,https://www.calu.edu/student-life,1,['https://www.calu.edu/student-life/health-wellness.aspx'],1620,65.02,6.96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.01,0.678,0.1,[-1],1,"['https://www.calu.edu/student-life', 'https://www.calu.edu/student-life/health-wellness.aspx']",1
Cheyney University of Pennsylvania,https://cheyney.edu/campus-experience/holistic-student-support/health-and-wellness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Clarion University of Pennsylvania,https://www.clarion.edu/student-life/health-fitness-and-wellness/health-care-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
East Stroudsburg University of Pennsylvania,https://www.esu.edu/health-and-wellness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Edinboro University of Pennsylvania,https://www.edinboro.edu/directory/offices-services/ghering/student-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Indiana University of Pennsylvania Main Campus,https://www.iup.edu/healthservice,2,"['https://www.iup.edu/healthservice/services/gynecological-services/', 'https://www.iup.edu/healthservice/services/faq/']",2006,67.77,8.47,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0.024,0.765,0.085,"[-1, -1]",1,"['https://www.iup.edu/healthservice', 'https://www.iup.edu/healthservice/services/faq/']",1
Kutztown University of Pennsylvania,https://www.kutztown.edu/about-ku/our-campus/maps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Lincoln University,https://bluetigerportal.lincolnu.edu/web/thompkins-health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Lock Haven University,https://www.lockhaven.edu/healthservices,1,['https://www.lockhaven.edu/healthservices/faq.html'],1170,105.12,0.42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.021,0.65,0.149,[-1],1,"['https://www.lockhaven.edu/healthservices', 'https://www.lockhaven.edu/healthservices/documents/NURSING%20Medical%20form%202019.rtf']",1
Mansfield University of Pennsylvania,https://www.mansfield.edu/residence-life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Millersville University of Pennsylvania,https://www.millersville.edu/healthservices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pennsylvania State University Penn State Erie Behrend College,https://behrend.psu.edu/student-life/student-services/health,8,"['https://behrend.psu.edu/student-life/student-services/health/services/contraceptive-services/depo-provera', 'https://behrend.psu.edu/student-life/student-services/health/services/contraceptive-services/iud', 'https://behrend.psu.edu/student-life/student-services/health/services/contraceptive-services/nexplanon', 'https://behrend.psu.edu/student-life/student-services/health/services/contraceptive-services/mini-pill', 'https://behrend.psu.edu/student-life/student-services/health/services/contraceptive-services/birth-control-pill', 'https://behrend.psu.edu/student-life/student-services/health/health-services/contraceptive-and-pregnancy-services', 'https://behrend.psu.edu/student-life/student-services/health/services/contraceptive-services/ring-contraception', 'https://behrend.psu.edu/student-life/student-services/health/services/contraceptive-services/emergency-contraceptive-pill']",8482,72.73,6.41,98,10,0,7,0,0,0,0,0,0,0,0,0,0,3,9,0,33,36,0.097,0.51,0.132,"['Tue, 15 Sep 2020 18:27:28 GMT', 'Tue, 15 Sep 2020 19:18:00 GMT', 'Tue, 15 Sep 2020 19:18:01 GMT', 'Tue, 15 Sep 2020 18:28:29 GMT', 'Tue, 15 Sep 2020 19:18:01 GMT', 'Tue, 15 Sep 2020 19:18:02 GMT', 'Tue, 15 Sep 2020 19:18:05 GMT', 'Tue, 15 Sep 2020 19:18:04 GMT']",2,"['https://behrend.psu.edu/student-life/student-services/health', 'https://behrend.psu.edu/student-life/student-services/health/health-services/mens-health', 'https://behrend.psu.edu/student-life/student-services/health/health-services/contraceptive-and-pregnancy-services']",1
Pennsylvania State University Penn State New Kensington,https://newkensington.psu.edu/student-services/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pennsylvania State University Penn State Wilkes Barre,https://wilkesbarre.psu.edu/health-wellness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pennsylvania State University Penn State Worthington Scranton,https://scranton.psu.edu/health-counseling-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pennsylvania State University Penn State Lehigh Valley,https://lehighvalley.psu.edu/student-life/health-counseling-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pennsylvania State University Penn State Altoona,https://altoona.psu.edu/offices-divisions/student-affairs/health-wellness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pennsylvania State University Penn State Beaver,https://beaver.psu.edu/student-life/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pennsylvania State University Penn State Berks,https://berks.psu.edu/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pennsylvania State University Penn State Harrisburg,https://harrisburg.psu.edu/student-health-services,1,['https://harrisburg.psu.edu/student-health-services/services'],526,68.31,6.48,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.017,0.474,0.257,"['Thu, 10 Sep 2020 15:19:35 GMT']",1,"['https://harrisburg.psu.edu/student-health-services', 'https://harrisburg.psu.edu/student-health-services/services']",1
Pennsylvania State University Penn State Brandywine,https://www.brandywine.psu.edu/student-life/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pennsylvania State University Penn State DuBois,https://dubois.psu.edu/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pennsylvania State University Penn State Fayette  Eberly,https://fayette.psu.edu/campus-life/health-and-wellness-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pennsylvania State University Penn State Hazleton,https://hazleton.psu.edu/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pennsylvania State University Main Campus,https://studentaffairs.psu.edu/health,8,"['https://studentaffairs.psu.edu/health-wellness/medical-services/health-information-resources/depo-provera', 'https://studentaffairs.psu.edu/health-wellness/medical-services/health-information-resources/mini-pill', 'https://studentaffairs.psu.edu/health-wellness/medical-services/services/medical-services/womens-health', 'https://studentaffairs.psu.edu/health-wellness/medical-services/health-information-resources/pill', 'https://studentaffairs.psu.edu/health-wellness/medical-services/health-information-resources', 'https://studentaffairs.psu.edu/health-wellness/medical-services/health-information-resources/nuvaring', 'https://studentaffairs.psu.edu/health-wellness/medical-services/services/x-rayultrasound', 'https://studentaffairs.psu.edu/health-wellness/medical-services/services/medical-services/lgbtq-health']",9757,69.96,7.01,71,3,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,28,31,0.083,0.579,0.138,-1,1,"['https://studentaffairs.psu.edu/health', 'https://studentaffairs.psu.edu/health-wellness/medical-services/health-information-resources']",1
Pennsylvania State University Penn State Greater Allegheny,https://greaterallegheny.psu.edu/student-services/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pennsylvania State University Penn State Mont Alto,https://montalto.psu.edu/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pennsylvania State University Penn State Abington,https://www.abington.psu.edu/health-wellness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pennsylvania State University Penn State Schuylkill,https://schuylkill.psu.edu/campus-life/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pennsylvania State University Penn State York,https://york.psu.edu/student-life/services/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Pittsburgh Bradford,https://www.upb.pitt.edu/life-at-pitt-bradford/health-and-wellness/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Pittsburgh Greensburg,https://www.greensburg.pitt.edu/student-resources/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Pittsburgh Johnstown,https://www.johnstown.pitt.edu/health-and-counseling-services/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Pittsburgh Pittsburgh Campus,https://www.studentaffairs.pitt.edu/shs,5,"['https://www.studentaffairs.pitt.edu/shs/medical/womens/', 'https://www.studentaffairs.pitt.edu/shs/telemedicine-services-offered/', 'https://www.studentaffairs.pitt.edu/shs/online-portal-services/op-schedule-appointment/', 'https://www.studentaffairs.pitt.edu/shs/immunization/ongoing-healthcare/', 'https://www.studentaffairs.pitt.edu/shs/lgbtqia/trans/']",6744,68.31,6.36,11,3,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,2,2,0.066,0.636,0.082,"[-1, -1, -1, -1, -1]",2,"['https://www.studentaffairs.pitt.edu/shs', 'https://www.studentaffairs.pitt.edu/shs/immunization/', 'https://www.studentaffairs.pitt.edu/shs/immunization/ongoing-healthcare/']",1
Shippensburg University of Pennsylvania,https://www.ship.edu/life/wellness/health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Slippery Rock University of Pennsylvania,https://www.sru.edu/offices/student-health-services,1,['https://www.sru.edu/offices/student-health-services'],1751,68.67,6.28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.013,0.59,0.206,[-1],0,['https://www.sru.edu/offices/student-health-services'],1
Temple University,https://www.temple.edu/studenthealth,1,['https://www.temple.edu/studenthealth/Gynecology_Birth_Control.html'],561,58.9,8.65,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0.045,0.619,0.029,"['Wed, 16 Sep 2020 14:43:23 GMT']",2,"['https://www.temple.edu/studenthealth', 'https://www.temple.edu/studenthealth/Gynecology_Sexual_Assault.html', 'https://www.temple.edu/studenthealth/Gynecology_Birth_Control.html']",1
West Chester University of Pennsylvania,https://www.wcupa.edu/_services/studentHealthServices,2,"['https://www.wcupa.edu/_services/studentHealthServices/contraception.aspx', 'https://www.wcupa.edu/_services/studentHealthServices/services.aspx']",2116,75.72,5.46,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.08,0.585,0.186,"[-1, -1]",2,"['https://www.wcupa.edu/_services/studentHealthServices', 'https://www.wcupa.edu/_services/studentHealthServices/generalInfo.aspx', 'https://www.wcupa.edu/_services/studentHealthServices/documents/STUDENT%20HEALTH%20SERVICES%20FEES%20SEPTEMBER%202020.docx']",1
Rhode Island College,http://www.ric.edu/healthservices/Pages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Rhode Island,https://web.uri.edu/healthservices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
College of Charleston,https://studenthealth.cofc.edu,3,"['https://studenthealth.cofc.edu/services/birth-control.php', 'https://studenthealth.cofc.edu/sexual-health/gynecologic-care.php', 'https://studenthealth.cofc.edu/']",3077,57.9,9.25,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.052,0.513,0.088,"[-1, -1, -1]",0,['https://studenthealth.cofc.edu'],1
Clemson University,https://www.clemson.edu/campus-life/student-health,2,['https://www.clemson.edu/campus-life/student-health/medical/services-and-departments/womens-clinic.html'],1891,70.35,7.21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029,0.487,0.225,"[-1, 'Thu, 03 Sep 2020 22:51:10 GMT']",2,"['https://www.clemson.edu/campus-life/student-health', 'https://www.clemson.edu/campus-life/student-health/medical/', 'https://www.clemson.edu/campus-life/student-health/medical/services-and-departments/womens-clinic.html']",1
Francis Marion University,https://www.fmarion.edu/studentservices,1,['https://www.fmarion.edu/studentservices/'],7239,72.55,6.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.012,0.455,0.164,[-1],0,['https://www.fmarion.edu/studentservices'],1
Lander University,https://www.lander.edu/student-life/wellness-center/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of South Carolina Aiken,https://www.usca.edu/student-health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of South Carolina Columbia,https://sc.edu/about/offices_and_divisions/student_health_services,2,['https://www.sc.edu/about/offices_and_divisions/student_health_services/medical-services/womens-health/index.php'],944,82.79,4.24,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.018,0.783,-0.022,"[-1, 'Wed, 27 May 2020 13:41:53 GMT']",2,"['https://sc.edu/about/offices_and_divisions/student_health_services', 'https://sc.edu/about/offices_and_divisions/student_health_services/medical-services/counseling-and-psychiatry/training-programs/index.php', 'https://sc.edu/about/offices_and_divisions/student_health_services/medical-services/counseling-and-psychiatry/training-programs/2018-2019-self-study-implementing-regulation-c27i.docx']",1
Coastal Carolina University,https://www.coastal.edu/health,1,['https://www.coastal.edu/health/services/womenshealth/'],656,58.27,7.97,18,9,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,4,0.152,0.538,0.112,[-1],2,"['https://www.coastal.edu/health', 'https://www.coastal.edu/health/services/', 'https://www.coastal.edu/health/services/womenshealth/']",1
South Carolina State University,https://www.scsu.edu/studentaffairs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of South Carolina Upstate,https://www.uscupstate.edu/campus-life/health-and-safety/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Winthrop University,https://www.winthrop.edu/hcs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Black Hills State University,https://www.bhsu.edu/Student-Life/Student-Services/Student-Health-Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Dakota State University,https://dsu.edu/student-life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Northern State University,https://www.northern.edu/campus-life/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
South Dakota State University,https://www.sdstate.edu/student-health-clinic-and-counseling-services/student-health-clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of South Dakota,https://www.usd.edu/student-life/student-health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Austin Peay State University,https://www.apsu.edu/health-and-counseling/boyd-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
East Tennessee State University,https://www.etsu.edu/nursing/universityhealth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Memphis,https://www.memphis.edu/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Middle Tennessee State University,https://www.mtsu.edu/healthservices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
The University of Tennessee Chattanooga,https://www.utc.edu/university-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
The University of Tennessee Knoxville,https://studenthealth.utk.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
The University of Tennessee Martin,https://www.utm.edu/departments/shcs,4,"['https://www.utm.edu/departments/shcs/studenthealth.php', 'https://www.utm.edu/departments/shcs/cdc/pid.php', 'https://www.utm.edu/departments/shcs/healthinfo.php']",3201,44.97,12.61,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0.018,0.544,0.278,"[-1, -1, 'Thu, 03 Jan 2019 16:05:59 GMT', -1]",1,"['https://www.utm.edu/departments/shcs', 'https://www.utm.edu/departments/shcs/studenthealth.php']",1
Tennessee State University,http://www.tnstate.edu/campus_life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Tennessee Technological University,https://www.tntech.edu/healthservices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Angelo State University,https://www.angelo.edu/services/health_clinic_counseling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Texas A & M University Corpus Christi,https://healthcenter.tamucc.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Texas A&M University Texarkana,https://tamut.edu/Campus-Life/Student-Health-Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Texas A & M University Commerce,https://www.tamuc.edu/CampusLife/CampusServices/studentHealthServices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Houston Clear Lake,https://www.uhcl.edu/student-affairs/health-wellness/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Houston Downtown,https://www.uhd.edu/student-life/health/Pages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Houston Victoria,https://www.uhv.edu/counseling/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Houston,https://www.uh.edu/healthcenter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Lamar University,https://www.lamar.edu/students/student-engagement/student-health-center,1,['https://www.lamar.edu/students/student-engagement/student-health-center/frequently-asked-questions.html'],725,71.06,6.72,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.035,0.669,0.087,"['Wed, 12 Aug 2020 21:48:37 GMT']",1,"['https://www.lamar.edu/students/student-engagement/student-health-center', 'https://www.lamar.edu/students/student-engagement/student-health-center/frequently-asked-questions.html']",1
Texas A & M International University,https://www.tamiu.edu/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Midwestern State University,https://msutexas.edu/healthcenter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of North Texas,https://studentaffairs.unt.edu/student-health-and-wellness-center,1,['https://studentaffairs.unt.edu/student-health-and-wellness-center/services/gynecological-health'],3122,72.13,7.72,37,19,0,0,0,3,6,0,0,0,0,0,0,1,6,0,0,1,1,0.081,0.583,0.119,"['Thu, 17 Sep 2020 20:58:42 GMT']",1,"['https://studentaffairs.unt.edu/student-health-and-wellness-center', 'https://studentaffairs.unt.edu/student-health-and-wellness-center/services/gynecological-health']",1
The University of Texas Rio Grande Valley,https://www.utrgv.edu/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Prairie View A & M University,https://www.pvamu.edu/healthservices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Sam Houston State University,https://www.shsu.edu/dept/student-health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Stephen F Austin State University,http://www.sfasu.edu/life-at-sfa/health-safety/health-clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Texas State University,https://www.healthcenter.txstate.edu,5,"['https://www.healthcenter.txstate.edu/SERVICES.html', 'https://www.healthcenter.txstate.edu/ABOUT/providers.html', 'https://www.healthcenter.txstate.edu/Round-Rock-Student-Health-Center.html', 'https://www.healthcenter.txstate.edu/APPTS.html', 'https://www.healthcenter.txstate.edu/covid-19.html']",11712,67.1,6.78,33,6,0,3,0,6,0,0,0,0,0,0,0,1,4,2,0,5,6,0.08,0.648,0.066,"['Tue, 01 Sep 2020 20:20:25 GMT', 'Fri, 04 Sep 2020 11:26:53 GMT', 'Wed, 02 Sep 2020 08:02:00 GMT', 'Wed, 02 Sep 2020 15:47:57 GMT', 'Tue, 01 Sep 2020 19:49:35 GMT']",1,"['https://www.healthcenter.txstate.edu', 'https://www.healthcenter.txstate.edu/SERVICES.html']",1
Sul Ross State University,https://www.sulross.edu/page/343/student-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Tarleton State University,https://www.tarleton.edu/healthservices,3,['http://www.tarleton.edu/healthservices/womens.html'],459,69.73,7.03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.019,0.785,0.19,"['Fri, 11 Sep 2020 13:39:40 GMT', -1, 'Thu, 13 Aug 2020 16:53:07 GMT']",1,"['https://www.tarleton.edu/healthservices', 'https://www.tarleton.edu/healthservices/womens.html']",1
Texas A & M University Kingsville,https://www.tamuk.edu/shw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Texas A & M University College Station,https://shs.tamu.edu,7,"['https://shs.tamu.edu/services/', 'https://shs.tamu.edu/coronavirus/', 'http://shs.tamu.edu/wp-content/uploads/2020/03/FAQ-COVID-19-Version12.pdf', 'https://shs.tamu.edu/marketing-request/']",4910,42.2,14.18,5,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0.042,0.642,0.184,"[-1, -1, -1, -1, -1, -1, -1]",1,"['https://shs.tamu.edu', 'https://shs.tamu.edu/services/']",1
The University of Texas at Arlington,https://www.uta.edu/healthservices,2,['https://www.uta.edu/healthservices/fees%20and%20services/womens-health.php'],818,63.62,8.3,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.034,0.667,0.161,"[-1, 'Mon, 31 Aug 2020 22:19:27 GMT']",2,"['https://www.uta.edu/healthservices', 'https://www.uta.edu/healthservices/fees%20and%20services/index.php', 'https://www.uta.edu/healthservices/fees%20and%20services/womens-health.php']",1
The University of Texas at Austin,https://healthyhorns.utexas.edu,17,"['https://healthyhorns.utexas.edu/iud.html', 'https://healthyhorns.utexas.edu/hs_nexplanon.html', 'https://healthyhorns.utexas.edu/hs_depoprovera.html', 'https://healthyhorns.utexas.edu/hs_minipills.html', 'https://healthyhorns.utexas.edu/hs_contraception.html', 'https://www.healthyhorns.utexas.edu/hormonalmethods.html', 'https://www.healthyhorns.utexas.edu/HT/HT_pid.html', 'https://www.healthyhorns.utexas.edu/hs_pills.html', 'https://healthyhorns.utexas.edu/hs_emergencycontraception.html', 'https://healthyhorns.utexas.edu/hs_ring.html', 'https://healthyhorns.utexas.edu/HT/HTC_D.html', 'https://www.healthyhorns.utexas.edu/HT/HT_migraine.html', 'https://www.healthyhorns.utexas.edu/HT/HT_naloxone.html', 'https://www.healthyhorns.utexas.edu/HT/HT_ringworm.html', 'https://www.healthyhorns.utexas.edu/HT/HT_fibrocysticbreasts.html', 'https://www.healthyhorns.utexas.edu/HT/HT_coldsores.html', 'https://www.healthyhorns.utexas.edu/HT/HT_boils.html']",26071,76.91,5.58,126,28,0,19,2,8,7,4,4,0,2,0,7,0,16,0,0,14,15,0.098,0.512,0.161,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",2,"['https://healthyhorns.utexas.edu', 'https://healthyhorns.utexas.edu/hs_playsafe.html', 'https://healthyhorns.utexas.edu/hs_contraception.html']",1
The University of Texas at Dallas,https://www.utdallas.edu/healthcenter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
The University of Texas at El Paso,https://www.utep.edu/chs/shc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
The University of Texas at Tyler,https://www.uttyler.edu/clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
The University of Texas at San Antonio,https://www.utsa.edu/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Texas Southern University,http://tsu.edu/students-services/departments/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Texas Tech University,https://www.depts.ttu.edu/studenthealth,2,"['https://www.depts.ttu.edu/studenthealth/travelhealthquestionnaire/', 'https://www.depts.ttu.edu/studenthealth/nurseclinic/']",2049,87.31,3.54,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.029,0.495,-0.036,"[-1, -1]",1,"['https://www.depts.ttu.edu/studenthealth', 'https://www.depts.ttu.edu/studenthealth/travelhealthquestionnaire/']",1
Texas Woman's University,https://twu.edu/student-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
West Texas A & M University,https://www.wtamu.edu/student-support/medical-services,1,['https://www.wtamu.edu/student-support/medical-services/patient-education-and-information.html'],2145,72.55,6.93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.024,0.761,-0.119,"['Wed, 26 Aug 2020 22:52:41 GMT']",1,"['https://www.wtamu.edu/student-support/medical-services', 'https://www.wtamu.edu/student-support/medical-services/patient-education-and-information.html']",1
Dixie State University,https://wellness.dixie.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Utah State University,https://health.usu.edu,1,['https://health.usu.edu/health_center/womens-health-and-appointment-preparation'],735,15.32,18.14,6,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0.011,0.568,0.234,[-1],1,"['https://health.usu.edu', 'https://health.usu.edu/health_center/womens-health-and-appointment-preparation.php']",1
Utah Valley University,https://www.uvu.edu/studenthealth,1,['https://www.uvu.edu/studenthealth/medical/index.html'],2692,89.71,2.96,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.06,0.601,0.127,[-1],1,"['https://www.uvu.edu/studenthealth', 'https://www.uvu.edu/studenthealth/medical/index.html']",1
University of Utah,https://studenthealth.utah.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Weber State University,https://www.weber.edu/healthcenter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Castleton University,https://www.castleton.edu/campus-life/student-resources/health-wellness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Lyndon State College,https://www.northernvermont.edu/student-life/student-wellness-and-safety/lyndon-health-and-counseling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Vermont Technical College,https://www.vtc.edu/student-life/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Vermont,https://www.uvm.edu/health/SHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
College of William and Mary,https://www.wm.edu/offices/wellness/healthcenter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Christopher Newport University,https://cnu.edu/life/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
George Mason University,https://shs.gmu.edu,12,"['https://shs.gmu.edu/healthed/birthcontrol/', 'https://shs.gmu.edu/services/womenshealth/', 'https://shs.gmu.edu/services/appointments/', 'https://shs.gmu.edu/about/noshowappeal/', 'https://shs.gmu.edu/services/menshealth/', 'https://shs.gmu.edu/update-your-opt-in-preference-for-text-messages/', 'https://shs.gmu.edu/insurance/qualifyingevent/', 'https://shs.gmu.edu/black-lives-matter-student-health-services-statement/', 'https://shs.gmu.edu/services/chronic-health-concerns/', 'https://shs.gmu.edu/about/condomrequestform/', 'https://shs.gmu.edu/locations/urgentcare/', 'https://shs.gmu.edu/']",7302,63.86,8.28,28,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0.083,0.627,0.224,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",0,['https://shs.gmu.edu'],1
James Madison University,https://www.jmu.edu/healthcenter,2,"['https://www.jmu.edu/healthcenter/medicalservices/womens-health-medical-services.shtml', 'https://www.jmu.edu/healthcenter/medicalservices/services_accordion_index.shtml']",1317,66.31,7.16,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.032,0.708,0.092,"[-1, -1]",2,"['https://www.jmu.edu/healthcenter', 'https://www.jmu.edu/healthcenter/medicalservices/index.shtml', 'https://www.jmu.edu/healthcenter/medicalservices/services_accordion_index.shtml']",1
Longwood University,http://www.longwood.edu/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
