University_name,University SHC URL,Count of keywords matching webpages on SHC,Keywords matched webpages on SHC,Total word count on all pages,Reading ease,Grade level,Prevalence_metric,Birth Control,IUD,Progesterone IUD,Progestin,Hormonal IUD,Mirena,Skyla,Kyleena,Liletta,Copper IUD,Non - Hormonal IUD,Nonhormonal IUD,Paragard,Contraceptive implant,Nexplanon,Contraceptive injection,Control shot,Depo - Provera,Depo,emergency contraception,emergency contraceptives,morning after pill,Plan B,levonorgestrel,ella,ulipristal acetate,contraceptive pill,control pill,diaphragm,spermicide,contraceptive patch,control patch,vaginal ring,control ring,contraceptive ring,cervical cap,pap smear,pap smears,papsmear,papsmears,pap test,pap tests,Condom,Condoms,Similarity,Sentiment objectivity,Sentiment polarity,Timeliness,Navigation,Trace,Data found
California State University Fullerton,http://www.fullerton.edu/health,9,"['http://www.fullerton.edu/health/resources', 'http://www.fullerton.edu/health/services/family_pact/workshops.php', 'http://www.fullerton.edu/health/services/family_pact/', 'https://www.fullerton.edu/health/resources/', 'http://www.fullerton.edu/health/eligibility/', 'http://www.fullerton.edu/health/services/']",3339,62.15,8.35,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.05,0.613,0.065,"[-1, 'Wed, 15 Jul 2020 20:07:40 GMT', -1, -1, 'Tue, 21 Mar 2017 16:57:37 GMT', -1, -1, -1, 'Wed, 22 Mar 2017 16:50:08 GMT']",1,"['http://www.fullerton.edu/health', 'http://www.fullerton.edu/health/services']",1
California State University East Bay,https://www.csueastbay.edu/shcs,8,"['https://www.csueastbay.edu/shcs/services/womens-health.html', 'https://www.csueastbay.edu/shcs/other/about-mph.html', 'https://www.csueastbay.edu/shcs/files/docs/ncha-ii-web-spring-2018.PDF', 'https://www.csueastbay.edu/shcs/files/docs/executive-summary-2016.pdf', 'https://www.csueastbay.edu/shcs/health-service-fee-adjustment.html', 'https://www.csueastbay.edu/shcs/services/mens-health.html']",13718,37.51,12.3,63,12,3,0,0,0,3,3,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,1,0,7,4,0,0,0,0,0,0,0,0,0,0,1,1,11,11,0.08,0.671,0.087,"[-1, -1, 'Mon, 14 Sep 2020 05:00:41 GMT', 'Mon, 14 Sep 2020 05:00:42 GMT', 'Mon, 14 Sep 2020 05:00:41 GMT', 'Mon, 14 Sep 2020 05:00:42 GMT', -1, -1]",1,"['https://www.csueastbay.edu/shcs', 'https://www.csueastbay.edu/shcs/services/mens-health.html']",1
California State University Long Beach,https://web.csulb.edu/divisions/students/shs,15,"['https://web.csulb.edu/divisions/students/shs/services/birth_control.html', 'https://web.csulb.edu/divisions/students/shs/services/reproductive_health.html', 'https://web.csulb.edu/divisions/students/shs/services/familypact.html', 'https://web.csulb.edu/divisions/students/shs/wellness/outreach_presentations.html', 'https://web.csulb.edu/divisions/students/shs/', 'https://web.csulb.edu/divisions/students/shs/services/primarycare.html', 'http://web.csulb.edu/divisions/students/shs/available_services.html', 'https://web.csulb.edu/divisions/students/shs/hours.html', 'https://web.csulb.edu/divisions/students/shs/wellness/', 'https://web.csulb.edu/divisions/students/shs/make_appointments.html', 'https://web.csulb.edu/divisions/students/shs/services/pharmacy.html', 'https://web.csulb.edu/divisions/students/shs/health_resources.html', 'https://web.csulb.edu/divisions/students/shs/faq.html', 'https://web.csulb.edu/divisions/students/shs/wellness/programs/peer_educator.html', 'http://web.csulb.edu/divisions/students/shs/sensitive_exams.html']",14632,70.19,6.67,42,18,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,4,0.033,0.518,0.193,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",0,['https://web.csulb.edu/divisions/students/shs'],1
California State University Los Angeles,https://www.calstatela.edu/studenthealthcenter,8,"['https://www.calstatela.edu/studenthealthcenter/safe/sexual-violence-and-misconduct', 'https://www.calstatela.edu/studenthealthcenter/safe/dating-and-domestic-violence', 'https://www.calstatela.edu/studenthealthcenter/safe/prevention', 'https://www.calstatela.edu/studenthealthcenter/hpec/guest-lectures', 'https://www.calstatela.edu/studenthealthcenter', 'https://www.calstatela.edu/studenthealthcenter/safe/options-survivors', 'https://www.calstatela.edu/studenthealthcenter/safe/survivor-assistance-student-health-center', 'https://www.calstatela.edu/studenthealthcenter/zika-virus-disease']",19408,63.7,8.39,63,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24,15,0.041,0.488,0.149,"['Fri, 18 Sep 2020 09:47:25 GMT', 'Fri, 18 Sep 2020 09:47:26 GMT', 'Fri, 18 Sep 2020 09:47:27 GMT', 'Fri, 18 Sep 2020 09:47:28 GMT', 'Fri, 18 Sep 2020 08:06:42 GMT', 'Fri, 18 Sep 2020 09:47:30 GMT', 'Fri, 18 Sep 2020 09:47:31 GMT', 'Fri, 18 Sep 2020 09:47:32 GMT']",0,['https://www.calstatela.edu/studenthealthcenter'],1
California State University Northridge,https://www.csun.edu/shc,3,"['https://www.csun.edu/shc/appointments/cancel.htm', 'https://www.csun.edu/shc/news/cdc-health-advisory', 'https://www.csun.edu/shc/assessment-and-evaluation']",3453,41.69,14.91,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.002,0.423,0.105,"['Fri, 18 Sep 2020 09:47:46 GMT', 'Fri, 18 Sep 2020 09:47:48 GMT', 'Fri, 18 Sep 2020 04:18:44 GMT']",1,"['https://www.csun.edu/shc', 'https://www.csun.edu/shc/assessment-and-evaluation']",1
California State University Sacramento,https://www.csus.edu/student-life/health-counseling,8,"['https://www.csus.edu/student-life/health-counseling/wellness-education/_internal/_documents/drug-free-schools-campuses-regulations.pdf', 'https://www.csus.edu/student-life/health-counseling/pharmacy/', 'https://www.csus.edu/student-life/health-counseling/wellness-education/services.html', 'https://www.csus.edu/student-life/health-counseling/_internal/_documents/impact-statement.pdf', 'https://www.csus.edu/student-life/health-counseling/wellness-education/presentations.html']",2869,70.59,6.28,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0.007,0.466,0.117,"['Tue, 15 Sep 2020 15:20:28 GMT', 'Thu, 30 Jul 2020 00:07:59 GMT', 'Fri, 19 Jun 2020 21:58:49 GMT', -1, -1, 'Tue, 15 Sep 2020 15:20:28 GMT', 'Tue, 11 Aug 2020 22:42:25 GMT', -1]",0,['https://www.csus.edu/student-life/health-counseling'],1
University of California Berkeley,https://uhs.berkeley.edu,25,"['https://uhs.berkeley.edu/news/birth-control-options-new-pharmacy-ruling', 'https://uhs.berkeley.edu/medical/primary-care/gynecology-services', 'https://uhs.berkeley.edu/sites/default/files/nexplanon.pdf', 'https://uhs.berkeley.edu/medical/primary-care/gynecology-services/contraceptives-and-family-planning', 'https://uhs.berkeley.edu/sites/default/files/Skyla.pdf', 'https://uhs.berkeley.edu/sites/default/files/depo-provera.pdf', 'https://uhs.berkeley.edu/medical/pharmacy/frequently-asked-questions', 'https://uhs.berkeley.edu/sites/default/files/diaphragm.pdf', 'https://uhs.berkeley.edu/sites/default/files/nuvaring.pdf', 'https://uhs.berkeley.edu/medical/primary-care/sexual-health-care-tang/get-protected-sexual-health-care-tang', 'https://uhs.berkeley.edu/medical/primary-care/gynecology-services/gynecological-care-and-screening', 'https://uhs.berkeley.edu/medical/primary-care/sexual-health-care-tang', 'https://uhs.berkeley.edu/sites/default/files/cervicalcancertesting.pdf', 'https://uhs.berkeley.edu/sites/default/files/WomensHealth.pdf']",9228,69.12,7.78,234,39,13,0,1,0,4,3,1,0,0,0,0,3,0,5,0,0,3,9,6,0,0,29,0,3,0,1,8,11,0,0,0,0,0,0,0,5,4,0,0,2,1,50,33,0.074,0.525,0.19,"['Mon, 06 Jan 2020 06:46:54 GMT', 'Fri, 18 Sep 2020 09:48:44 GMT', 'Mon, 06 Jan 2020 06:46:54 GMT', 'Fri, 18 Sep 2020 09:48:45 GMT', 'Mon, 06 Jan 2020 06:46:54 GMT', 'Mon, 06 Jan 2020 06:46:54 GMT', 'Sat, 01 Feb 2020 00:59:25 GMT', 'Fri, 18 Sep 2020 09:45:15 GMT', 'Mon, 06 Jan 2020 06:46:54 GMT', 'Mon, 06 Jan 2020 06:46:54 GMT', 'Mon, 06 Jan 2020 06:46:54 GMT', 'Mon, 06 Jan 2020 06:46:54 GMT', 'Fri, 18 Sep 2020 09:48:49 GMT', 'Mon, 06 Jan 2020 06:46:54 GMT', 'Thu, 21 May 2020 00:55:56 GMT', 'Mon, 06 Jan 2020 06:46:54 GMT', 'Mon, 13 Jan 2020 22:04:50 GMT', 'Fri, 18 Sep 2020 09:48:51 GMT', 'Fri, 18 Sep 2020 09:48:51 GMT', 'Mon, 06 Jan 2020 06:46:54 GMT', 'Fri, 18 Sep 2020 09:48:52 GMT', 'Mon, 06 Jan 2020 06:46:54 GMT', 'Mon, 06 Jan 2020 06:46:54 GMT', 'Mon, 06 Jan 2020 06:46:54 GMT', 'Mon, 06 Jan 2020 06:46:54 GMT']",2,"['https://uhs.berkeley.edu', 'https://uhs.berkeley.edu/social', 'https://uhs.berkeley.edu/medical/primary-care/womens-health']",1
University of California Davis,https://shcs.ucdavis.edu,25,"['https://shcs.ucdavis.edu/topics/birth-control-contraception', 'https://shcs.ucdavis.edu/blog/archive/healthy-habits/nexplanon-right-you', 'https://shcs.ucdavis.edu/blog/archive/healthy-habits/iud-myths-busted', 'https://shcs.ucdavis.edu/blog/archive/iud-updates-whats-new', 'https://shcs.ucdavis.edu/topics/intrauterine-device-iud', 'https://shcs.ucdavis.edu/topics/missed-birth-control-pill-guidelines', 'https://shcs.ucdavis.edu/topics/nexplanon-implant', 'https://shcs.ucdavis.edu/ilovebirthcontrol', 'https://shcs.ucdavis.edu/topics/oral-contraceptives', 'https://shcs.ucdavis.edu/topics/alcohol', 'https://shcs.ucdavis.edu/blog/archive/know-facts-emergency-contraception', 'https://shcs.ucdavis.edu/topics/emergency-contraception-ec', 'https://shcs.ucdavis.edu/topics/depo-provera-shotinjectable', 'https://shcs.ucdavis.edu/topics/diaphragm', 'https://shcs.ucdavis.edu/topics/spermicides', 'https://shcs.ucdavis.edu/wellnesstogo', 'https://shcs.ucdavis.edu/services/womens-health-services', 'https://shcs.ucdavis.edu/topics/condom-external', 'https://shcs.ucdavis.edu/services/love-lab', 'https://shcs.ucdavis.edu/topics/cervical-cap', 'https://shcs.ucdavis.edu/topics/condom-internal', 'https://shcs.ucdavis.edu/blog/your-pelvic-health-important', 'https://shcs.ucdavis.edu/blog/archive/safer-sex-your-body-and-pleasure', 'https://shcs.ucdavis.edu/topics/sexually-transmitted-infections-sti', 'https://shcs.ucdavis.edu/blog/archive/sharing-love-love-lab-10-year-anniversary']",27203,63.4,9.14,982,71,223,0,32,17,64,72,6,6,15,0,0,46,0,63,0,1,18,18,24,0,2,12,12,26,0,3,4,17,28,0,0,0,0,0,6,1,0,0,0,14,4,123,54,0.088,0.523,0.201,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",1,"['https://shcs.ucdavis.edu', 'https://shcs.ucdavis.edu/services/love-lab']",1
University of California Irvine,https://shc.uci.edu,17,"['https://shc.uci.edu/services/pharmacy/online-birth-control-request', 'https://shc.uci.edu/services/pharmacy', 'https://shc.uci.edu/news/prescriptions-birth-control-are-now-available-online', 'https://shc.uci.edu/services/specialty-care', 'https://shc.uci.edu/services/online-medical-services', 'https://shc.uci.edu/people/diane-kennedy-msn-whnp-bc', 'https://shc.uci.edu/services/livehealth-online', 'https://shc.uci.edu/services/online-sti-screening-program', 'https://shc.uci.edu/services/dental-services/general-procedure-nformation', 'https://shc.uci.edu/sites/default/files/docs/OptumRx_Premium_Standard_070118_final_0.pdf', 'https://shc.uci.edu/sites/default/files/docs/Advance%20Directive%20CHA%20Form%203-1%200317.pdf', 'https://shc.uci.edu/faq']",11562,55.12,9.95,46,23,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,2,0,0,0,0,1,0,0.048,0.605,0.103,"['Fri, 18 Sep 2020 09:57:24 GMT', 'Fri, 18 Sep 2020 08:13:54 GMT', 'Fri, 18 Sep 2020 09:57:25 GMT', 'Fri, 18 Sep 2020 09:57:26 GMT', 'Fri, 18 Sep 2020 09:57:27 GMT', 'Tue, 29 Oct 2019 18:39:55 GMT', 'Fri, 18 Sep 2020 09:57:29 GMT', 'Fri, 18 Sep 2020 09:57:30 GMT', 'Fri, 18 Sep 2020 09:57:31 GMT', 'Fri, 18 Sep 2020 09:57:32 GMT', 'Mon, 20 Jul 2020 17:17:03 GMT', 'Thu, 18 Oct 2018 19:02:30 GMT', 'Thu, 22 Feb 2018 21:07:15 GMT', 'Thu, 22 Feb 2018 21:07:16 GMT', 'Thu, 27 Jun 2019 21:17:33 GMT', 'Fri, 18 Sep 2020 09:57:35 GMT', 'Thu, 22 Feb 2018 21:07:16 GMT']",1,"['https://shc.uci.edu', 'https://shc.uci.edu/faq']",1
University of California Los Angeles,https://www.studenthealth.ucla.edu,10,"['https://www.studenthealth.ucla.edu/services/womens-health', 'https://www.studenthealth.ucla.edu/service/pharmacy', 'https://www.studenthealth.ucla.edu/services/primary-care', 'https://www.studenthealth.ucla.edu/services/asap-clinic', 'https://www.studenthealth.ucla.edu/fees', 'https://www.studenthealth.ucla.edu/services', 'https://www.studenthealth.ucla.edu/services/lab-services', 'https://www.studenthealth.ucla.edu/services/prep-clinic', 'https://www.studenthealth.ucla.edu/insurance/bruincare', 'https://www.studenthealth.ucla.edu/outreach-and-supply-requests']",7662,71.08,6.54,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,0.017,0.611,0.089,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",1,"['https://www.studenthealth.ucla.edu', 'https://www.studenthealth.ucla.edu/services']",1
University of California Riverside,https://studenthealth.ucr.edu,2,"['https://studenthealth.ucr.edu/highlander-care', 'https://studenthealth.ucr.edu/preventive-care-disease-management']",916,78.24,5.17,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.022,0.354,0.134,"['Sat, 12 Sep 2020 00:19:18 GMT', 'Mon, 14 Sep 2020 00:10:57 GMT']",1,"['https://studenthealth.ucr.edu', 'https://studenthealth.ucr.edu/highlander-care']",1
University of California San Diego,https://wellness.ucsd.edu/studenthealth/Pages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of California Santa Barbara,https://studenthealth.sa.ucsb.edu,21,"['https://studenthealth.sa.ucsb.edu/medical-services/primary-care-services/gynecology/convenient-access-to-birth-control', 'http://studenthealth.sa.ucsb.edu/medical-services/reproductiveandsexualhealth', 'https://studenthealth.sa.ucsb.edu/insurance/gap', 'http://studenthealth.sa.ucsb.edu/', 'http://studenthealth.sa.ucsb.edu/pharmacy-services', 'https://studenthealth.sa.ucsb.edu/docs/default-source/2019-2020-insurance/price-comparison-immunization-price-list_20190409.pdf?sfvrsn=295ff4ab_0', 'http://studenthealth.sa.ucsb.edu/docs/default-source/Healthcare-Services/advice-nurse-handouts/plan-b.pdf%3Fsfvrsn%3D2', 'https://studenthealth.sa.ucsb.edu/docs/default-source/default-document-library/travel-products-at-ucsb-pharmacy.pdf?sfvrsn=0', 'http://studenthealth.sa.ucsb.edu/docs/default-source/forms/confidential-health-history_202002606c917c615d65cca2d6ff000065a81b.pdf?sfvrsn=c531f4ab_0', 'https://studenthealth.sa.ucsb.edu/docs/default-source/2019-2020-insurance/vision-spd11-2019-2020-finalcopy-02062020_sp.pdf?sfvrsn=147ef4ab_2', 'http://studenthealth.sa.ucsb.edu/insurance/gap', 'https://studenthealth.sa.ucsb.edu/medical-services/reproductiveandsexualhealth/hiv-prep', 'http://studenthealth.sa.ucsb.edu/health-topics/hiv-and-aids']",336217,70.14,6.87,18,6,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,0.049,0.61,0.157,"[-1, -1, -1, -1, -1, 'Tue, 23 Jan 2018 23:50:36 GMT', 'Tue, 02 Aug 2016 20:54:57 GMT', 'Tue, 09 Apr 2019 20:58:34 GMT', 'Wed, 14 Sep 2016 19:38:07 GMT', -1, -1, 'Tue, 10 May 2016 21:27:06 GMT', -1, -1, 'Thu, 05 May 2016 19:03:23 GMT', 'Wed, 12 Feb 2020 20:46:30 GMT', -1, -1, 'Mon, 23 May 2016 22:11:41 GMT', -1, 'Mon, 23 May 2016 22:11:16 GMT']",0,['https://studenthealth.sa.ucsb.edu'],1
University of California Santa Cruz,https://healthcenter.ucsc.edu,21,"['https://healthcenter.ucsc.edu/services/birthcontrol.html', 'https://healthcenter.ucsc.edu/pharmacy/faq/contraceptives.html', 'https://healthcenter.ucsc.edu/wellness/sex.html', 'https://healthcenter.ucsc.edu/forms/student-handbook/HC-818-Summary-of-Common-Fees-11-18-13.pdf', 'https://healthcenter.ucsc.edu/', 'https://healthcenter.ucsc.edu/services/index.html', 'https://healthcenter.ucsc.edu/information/get-involved.html', 'https://healthcenter.ucsc.edu/services/non-traditional.html', 'https://healthcenter.ucsc.edu/pharmacy/faq/index.html', 'https://healthcenter.ucsc.edu/information/common-reasons.html', 'https://healthcenter.ucsc.edu/pharmacy/', 'https://healthcenter.ucsc.edu/information/index.html', 'https://healthcenter.ucsc.edu/forms/student-handbook/HC-421-PAP-Test-Info.pdf', 'https://healthcenter.ucsc.edu/forms/student-handbook/HC-258-Genital-warts-and-HPV.pdf']",7239,75.61,5.98,119,42,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,9,0,0,2,1,4,0,0,10,1,0,0,0,0,0,3,0,7,7,0,0,1,0,14,8,0.089,0.582,0.107,"[-1, -1, 'Wed, 16 Sep 2020 17:37:34 GMT', -1, 'Tue, 15 Sep 2020 17:33:21 GMT', 'Tue, 15 Sep 2020 17:33:21 GMT', -1, -1, -1, -1, 'Tue, 15 Sep 2020 17:33:21 GMT', -1, -1, 'Wed, 16 Sep 2020 17:37:34 GMT', -1, -1, 'Tue, 15 Sep 2020 17:33:35 GMT', 'Tue, 15 Sep 2020 17:33:21 GMT', 'Tue, 15 Sep 2020 17:33:22 GMT', 'Tue, 15 Sep 2020 17:33:22 GMT', 'Tue, 15 Sep 2020 17:33:21 GMT']",0,['https://healthcenter.ucsc.edu'],1
California State University Maritime Academy,https://www.csum.edu/web/health-services,2,"['https://www.csum.edu/web/health-services/womens-health.html', 'http://www.csum.edu/web/health-services/medical-services/']",1753,58.26,9.57,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0.055,0.608,0.131,"[-1, -1]",1,"['https://www.csum.edu/web/health-services', 'https://www.csum.edu/web/health-services/womens-health.html']",1
Humboldt State University,https://wellbeing.humboldt.edu,20,"['https://wellbeing.humboldt.edu/sexual-health', 'https://wellbeing.humboldt.edu/nursing-consult', 'https://wellbeing.humboldt.edu/sites/default/files/health/hsu_peerhealth_patientsatisfaction2018.pdf', 'https://wellbeing.humboldt.edu/pharmacy', 'https://wellbeing.humboldt.edu/ciy-skill-shops', 'https://wellbeing.humboldt.edu/health-links', 'https://wellbeing.humboldt.edu/sites/default/files/health/appendix_b_handbill.pdf', 'https://wellbeing.humboldt.edu/vending-machines', 'https://wellbeing.humboldt.edu/health-faqs', 'https://wellbeing.humboldt.edu/welcomesyou', 'https://wellbeing.humboldt.edu/sites/default/files/health/PrEP%20for%20men%20who%20have%20sex%20with%20men.pdf', 'https://wellbeing.humboldt.edu/sites/default/files/health/PrEP%20for%20women%20who%20have%20sex%20with%20men.pdf', 'https://wellbeing.humboldt.edu/sensitive-exams', 'https://wellbeing.humboldt.edu/data-strategic-planning']",15320,46.62,13.14,117,22,0,0,0,0,4,4,0,0,0,0,0,4,0,4,0,0,0,4,23,0,8,0,0,0,0,0,4,4,0,0,0,0,0,0,4,1,1,0,0,1,0,17,12,0.051,0.608,0.128,"[-1, -1, 'Thu, 30 Jul 2020 00:54:35 GMT', 'Thu, 30 Jul 2020 00:54:40 GMT', -1, 'Thu, 30 Jul 2020 00:54:38 GMT', -1, -1, 'Thu, 30 Jul 2020 00:54:44 GMT', 'Thu, 30 Jul 2020 00:54:34 GMT', -1, -1, 'Thu, 30 Jul 2020 00:54:43 GMT', -1, 'Thu, 30 Jul 2020 00:54:30 GMT', 'Thu, 30 Jul 2020 00:54:41 GMT', 'Thu, 30 Jul 2020 00:54:36 GMT', 'Thu, 30 Jul 2020 00:54:32 GMT', -1, -1]",1,"['https://wellbeing.humboldt.edu', 'https://wellbeing.humboldt.edu/health-links']",1
San Diego State University,https://sa.sdsu.edu/student-health-services,3,"['https://sa.sdsu.edu/student-health-services/services/after-hours-care', 'https://sa.sdsu.edu/student-health-services/services', 'https://sa.sdsu.edu/student-health-services/new-students']",2260,79.25,4.82,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031,0.686,0.128,"[-1, -1, -1]",1,"['https://sa.sdsu.edu/student-health-services', 'https://sa.sdsu.edu/student-health-services/new-students']",1
San Francisco State University,https://health.sfsu.edu,15,"['https://health.sfsu.edu/birth-control-and-sexual-health', 'https://health.sfsu.edu/content/womens-services', 'https://health.sfsu.edu/content/family-pact', 'https://health.sfsu.edu/content/shs-services', 'https://health.sfsu.edu/shs-advice-students', 'https://health.sfsu.edu/content/appointments', 'https://health.sfsu.edu/over-counter-medication', 'https://health.sfsu.edu/sti-or-hiv-testing', 'https://health.sfsu.edu/content/pharmacy-frequently-asked-questions', 'https://health.sfsu.edu/content/new-student-frequently-asked-questions', 'https://health.sfsu.edu/campus-resources', 'https://health.sfsu.edu/content/women-who-have-sex-women', 'https://health.sfsu.edu/sites/default/files/ROI%20103.pdf', 'https://health.sfsu.edu/content/financial-information']",11474,78.82,5.33,159,69,3,0,0,0,2,2,2,0,0,0,0,2,0,2,0,0,9,11,18,0,6,9,0,4,0,0,1,0,0,0,0,0,0,0,0,5,2,0,0,8,0,2,2,0.117,0.57,0.137,"['Fri, 18 Sep 2020 10:06:03 GMT', 'Fri, 18 Sep 2020 10:06:04 GMT', 'Fri, 18 Sep 2020 10:06:04 GMT', 'Fri, 18 Sep 2020 10:06:05 GMT', 'Fri, 18 Sep 2020 10:06:05 GMT', 'Fri, 18 Sep 2020 10:06:06 GMT', 'Fri, 18 Sep 2020 10:06:06 GMT', 'Fri, 18 Sep 2020 10:06:07 GMT', 'Fri, 18 Sep 2020 10:06:07 GMT', 'Fri, 18 Sep 2020 10:06:08 GMT', 'Fri, 18 Sep 2020 10:06:08 GMT', 'Fri, 18 Sep 2020 10:06:09 GMT', -1, 'Wed, 18 Dec 2019 04:59:22 GMT', 'Fri, 18 Sep 2020 10:06:09 GMT']",1,"['https://health.sfsu.edu', 'https://health.sfsu.edu/content/appointments']",1
San Jose State University,https://www.sjsu.edu/studenthealth,7,"['https://www.sjsu.edu/studenthealth/services/womens-health.php', 'https://www.sjsu.edu/studenthealth/docs/NCHA-II%20WEB%20SPRING%202012%20SAN%20JOSE%20STATE%20UNIVERSITY%20EXECUTIVE%20SUMMARY%20DATA%20REPORT%20corrected.pdf', 'https://www.sjsu.edu/studenthealth/docs/SJSU-SHC-Medical-Release-Form.pdf', 'https://www.sjsu.edu/studenthealth/patient-information/fees.php']",1962,76.56,5.38,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0.079,0.685,0.089,"[-1, 'Fri, 14 Aug 2020 00:17:59 GMT', 'Tue, 31 Jul 2018 01:03:19 GMT', 'Fri, 14 Aug 2020 00:17:58 GMT', 'Fri, 14 Aug 2020 00:17:59 GMT', -1, -1]",1,"['https://www.sjsu.edu/studenthealth', 'https://www.sjsu.edu/studenthealth/services/womens-health.php']",1
Sonoma State University,https://health.sonoma.edu,10,"['http://health.sonoma.edu/services/appointments/reproductive-health/birth-control', 'http://health.sonoma.edu/services/appointments/womens-health/emergency-contraception', 'https://health.sonoma.edu/services/appointments/reproductive-health', 'http://health.sonoma.edu/services/appointments/reproductive-health/reproductive-health-exampap-smear', 'http://health.sonoma.edu/services/appointments/womens-health/pregnancy-testing', 'http://health.sonoma.edu/shac/activities-and-accomplishments', 'https://health.sonoma.edu/faq/what-campus-healthcare-services-are-available-my-student', 'https://health.sonoma.edu/about/consumer-information/catalog']",4525,66.6,7.66,41,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,11,0,0,0,8,1,2,2,0.075,0.657,0.115,"['Fri, 18 Sep 2020 10:06:29 GMT', 'Fri, 18 Sep 2020 10:06:31 GMT', 'Fri, 18 Sep 2020 10:06:32 GMT', 'Fri, 18 Sep 2020 10:06:34 GMT', 'Fri, 12 Jun 2020 16:43:13 GMT', 'Fri, 18 Sep 2020 10:06:36 GMT', 'Fri, 18 Sep 2020 10:06:37 GMT', 'Mon, 25 Mar 2019 20:01:07 GMT', 'Fri, 18 Sep 2020 10:06:39 GMT', 'Fri, 18 Sep 2020 10:06:41 GMT']",2,"['https://health.sonoma.edu', 'https://health.sonoma.edu/services', 'https://health.sonoma.edu/services/appointments/reproductive-health/reproductive-health-exampap-smear']",1
